序号,传输方向,时间戳,ID,帧格式,帧类型,长度,数据,
8847418,接收,14:41:49.197.0,0x0000050f,标准帧,数据帧,0x08,0B 42 41 54 33 30 31 30 ,
8847419,接收,14:41:49.197.0,0x0000050f,标准帧,数据帧,0x08,0C 30 37 32 00 00 00 00 ,
8847420,接收,14:41:49.213.0,0x0000050f,标准帧,数据帧,0x08,0F 00 00 00 00 00 00 00 ,
8847421,接收,14:41:49.213.0,0x0000050f,标准帧,数据帧,0x08,10 00 00 00 00 00 00 00 ,
8847422,接收,14:41:49.229.0,0x0000050f,标准帧,数据帧,0x08,11 00 00 00 00 00 00 00 ,
8847423,接收,14:41:49.229.0,0x0000050f,标准帧,数据帧,0x08,18 67 38 62 63 65 66 00 ,
8847424,接收,14:41:49.229.0,0x0000050f,标准帧,数据帧,0x08,19 E8 07 18 00 64 00 00 ,
8847425,接收,14:41:49.229.0,0x0000050f,标准帧,数据帧,0x08,1A 00 00 00 00 00 00 00 ,
8847426,接收,14:41:49.245.0,0x0000050f,标准帧,数据帧,0x08,1B 00 00 00 00 00 00 00 ,
8847427,接收,14:41:49.245.0,0x0000050f,标准帧,数据帧,0x08,1C 00 00 00 00 00 00 00 ,
8847428,接收,14:41:49.261.0,0x00000301,标准帧,数据帧,0x08,62 51 33 50 33 00 00 00 ,
8847429,接收,14:41:49.261.0,0x00000302,标准帧,数据帧,0x08,C4 09 00 00 A9 50 9D 39 ,
8847430,接收,14:41:49.261.0,0x0000050f,标准帧,数据帧,0x08,1D 00 00 00 00 00 00 00 ,
8847431,接收,14:41:49.261.0,0x00000703,标准帧,数据帧,0x02,00 00 ,
8847432,接收,14:41:49.277.0,0x00000303,标准帧,数据帧,0x04,B1 28 00 00 ,
8847433,接收,14:41:49.277.0,0x00000304,标准帧,数据帧,0x06,04 9C 03 12 00 00 ,
8847434,接收,14:41:49.277.0,0x00000704,标准帧,数据帧,0x08,00 62 2A 29 C8 00 00 10 ,
8847435,接收,14:41:49.277.0,0x00000704,标准帧,数据帧,0x08,05 02 00 00 00 40 00 00 ,
8847436,接收,14:41:49.277.0,0x00000309,标准帧,数据帧,0x08,63 A8 00 52 0D 3C FC FF ,
8847437,接收,14:41:49.277.0,0x0000030a,标准帧,数据帧,0x04,12 51 FE 50 ,
8847438,接收,14:41:49.277.0,0x00000704,标准帧,数据帧,0x08,06 18 00 00 00 00 00 00 ,
8847439,接收,14:41:49.277.0,0x00000704,标准帧,数据帧,0x08,07 A4 35 A0 35 92 35 00 ,
8847440,接收,14:41:49.277.0,0x00000400,标准帧,数据帧,0x08,01 00 8C 80 00 00 00 00 ,
8847441,接收,14:41:49.277.0,0x00000401,标准帧,数据帧,0x08,C6 A2 00 00 FE 01 00 00 ,
8847442,接收,14:41:49.277.0,0x00000704,标准帧,数据帧,0x08,08 8C 35 4F C3 00 00 00 ,
8847443,接收,14:41:49.277.0,0x00000704,标准帧,数据帧,0x08,0B 00 00 00 00 00 00 00 ,
8847444,接收,14:41:49.293.0,0x00000704,标准帧,数据帧,0x08,0D 55 37 00 00 E2 E2 00 ,
8847445,接收,14:41:49.293.0,0x00000704,标准帧,数据帧,0x08,0E 1C DA FF FF 62 2A 00 ,
8847446,接收,14:41:49.308.0,0x00000704,标准帧,数据帧,0x08,0F 7E 04 00 00 00 00 00 ,
8847447,接收,14:41:49.308.0,0x00000704,标准帧,数据帧,0x08,10 BB 28 A7 29 4F C3 00 ,
8847448,接收,14:41:49.308.0,0x00000704,标准帧,数据帧,0x08,11 4F C3 4F C3 4F C3 00 ,
8847449,接收,14:41:49.308.0,0x00000704,标准帧,数据帧,0x08,12 83 0D 87 0D 25 10 00 ,
8847450,接收,14:41:49.324.0,0x00000704,标准帧,数据帧,0x08,13 29 10 1D 10 1F 10 00 ,
8847451,接收,14:41:49.356.0,0x00000301,标准帧,数据帧,0x08,68 51 2E 50 32 00 00 00 ,
8847452,接收,14:41:49.356.0,0x00000302,标准帧,数据帧,0x08,C4 09 00 00 A9 50 9D 39 ,
8847453,接收,14:41:49.356.0,0x00000303,标准帧,数据帧,0x04,B4 28 00 00 ,
8847454,接收,14:41:49.356.0,0x00000304,标准帧,数据帧,0x06,04 9C 03 12 00 00 ,
8847455,接收,14:41:49.372.0,0x00000309,标准帧,数据帧,0x08,63 A8 00 52 0D 3C 00 00 ,
8847456,接收,14:41:49.372.0,0x0000030a,标准帧,数据帧,0x04,0D 51 FE 50 ,
8847457,接收,14:41:49.388.0,0x00000400,标准帧,数据帧,0x08,01 00 8C 80 00 00 00 00 ,
8847458,接收,14:41:49.388.0,0x00000401,标准帧,数据帧,0x08,D0 A2 00 00 F4 01 00 00 ,
8847459,接收,14:41:49.452.0,0x00000301,标准帧,数据帧,0x08,68 51 2E 50 32 00 00 00 ,
8847460,接收,14:41:49.452.0,0x00000302,标准帧,数据帧,0x08,C4 09 00 00 A9 50 9D 39 ,
8847461,接收,14:41:49.486.0,0x00000303,标准帧,数据帧,0x04,B4 28 00 00 ,
8847462,接收,14:41:49.486.0,0x00000304,标准帧,数据帧,0x06,04 9C 03 12 00 00 ,
8847463,接收,14:41:49.486.0,0x00000309,标准帧,数据帧,0x08,63 A8 00 52 0D 3C 02 00 ,
8847464,接收,14:41:49.486.0,0x0000030a,标准帧,数据帧,0x04,0D 51 FE 50 ,
8847465,接收,14:41:49.486.0,0x00000400,标准帧,数据帧,0x08,01 00 8C 80 00 00 00 00 ,
8847466,接收,14:41:49.486.0,0x00000401,标准帧,数据帧,0x08,D0 A2 00 00 F4 01 00 00 ,
8847467,接收,14:41:49.548.0,0x00000301,标准帧,数据帧,0x08,62 51 2E 50 33 00 00 00 ,
8847468,接收,14:41:49.548.0,0x00000302,标准帧,数据帧,0x08,C4 09 00 00 A9 50 9D 39 ,
8847469,接收,14:41:49.563.0,0x00000303,标准帧,数据帧,0x04,B1 28 00 00 ,
8847470,接收,14:41:49.563.0,0x00000304,标准帧,数据帧,0x06,04 9C 03 12 00 00 ,
8847471,接收,14:41:49.564.0,0x00000309,标准帧,数据帧,0x08,63 A8 00 52 0D 3C FE FF ,
8847472,接收,14:41:49.564.0,0x0000030a,标准帧,数据帧,0x04,08 51 FE 50 ,
8847473,接收,14:41:49.579.0,0x00000400,标准帧,数据帧,0x08,01 00 8C 80 00 00 00 00 ,
8847474,接收,14:41:49.579.0,0x00000401,标准帧,数据帧,0x08,C6 A2 00 00 FE 01 00 00 ,
8847475,接收,14:41:49.660.0,0x00000301,标准帧,数据帧,0x08,62 51 2F 50 33 00 00 00 ,
8847476,接收,14:41:49.660.0,0x00000302,标准帧,数据帧,0x08,C4 09 00 00 A9 50 9D 39 ,
8847477,接收,14:41:49.660.0,0x00000303,标准帧,数据帧,0x04,B1 28 00 00 ,
8847478,接收,14:41:49.660.0,0x00000304,标准帧,数据帧,0x06,04 9C 03 12 00 00 ,
8847479,接收,14:41:49.692.0,0x00000309,标准帧,数据帧,0x08,63 A8 00 52 0D 3C FE FF ,
8847480,接收,14:41:49.692.0,0x0000030a,标准帧,数据帧,0x04,08 51 FE 50 ,
8847481,接收,14:41:49.692.0,0x00000400,标准帧,数据帧,0x08,01 00 8C 80 00 00 00 00 ,
8847482,接收,14:41:49.692.0,0x00000401,标准帧,数据帧,0x08,C6 A2 00 00 FE 01 00 00 ,
8847483,接收,14:41:49.758.0,0x00000301,标准帧,数据帧,0x08,62 51 2F 50 32 00 00 00 ,
8847484,接收,14:41:49.758.0,0x00000302,标准帧,数据帧,0x08,C4 09 00 00 A9 50 9D 39 ,
8847485,接收,14:41:49.758.0,0x00000303,标准帧,数据帧,0x04,B1 28 00 00 ,
8847486,接收,14:41:49.758.0,0x00000304,标准帧,数据帧,0x06,04 9C 03 12 00 00 ,
8847487,接收,14:41:49.772.0,0x00000309,标准帧,数据帧,0x08,63 A8 00 52 0C 3C 06 00 ,
8847488,接收,14:41:49.772.0,0x0000030a,标准帧,数据帧,0x04,0D 51 FE 50 ,
8847489,接收,14:41:49.788.0,0x00000400,标准帧,数据帧,0x08,01 00 8C 80 00 00 00 00 ,
8847490,接收,14:41:49.788.0,0x00000401,标准帧,数据帧,0x08,C6 A2 00 00 F4 01 00 00 ,
8847491,接收,14:41:49.852.0,0x00000301,标准帧,数据帧,0x08,62 51 32 50 32 00 00 00 ,
8847492,接收,14:41:49.852.0,0x00000302,标准帧,数据帧,0x08,C4 09 00 00 A9 50 9D 39 ,
8847493,接收,14:41:49.867.0,0x00000303,标准帧,数据帧,0x04,B1 28 00 00 ,
8847494,接收,14:41:49.867.0,0x00000304,标准帧,数据帧,0x06,04 9C 03 12 00 00 ,
8847495,接收,14:41:49.883.0,0x00000309,标准帧,数据帧,0x08,63 A8 00 52 0D 3C 00 00 ,
8847496,接收,14:41:49.883.0,0x0000030a,标准帧,数据帧,0x04,0D 51 FE 50 ,
8847497,接收,14:41:49.883.0,0x00000400,标准帧,数据帧,0x08,01 00 8C 80 00 00 00 00 ,
8847498,接收,14:41:49.883.0,0x00000401,标准帧,数据帧,0x08,C6 A2 00 00 F4 01 00 00 ,
8847499,接收,14:41:49.947.0,0x00000301,标准帧,数据帧,0x08,62 51 2F 50 32 00 00 00 ,
8847500,接收,14:41:49.947.0,0x00000302,标准帧,数据帧,0x08,C4 09 00 00 A9 50 9D 39 ,
8847501,接收,14:41:49.963.0,0x00000303,标准帧,数据帧,0x04,B1 28 00 00 ,
8847502,接收,14:41:49.963.0,0x00000304,标准帧,数据帧,0x06,04 9C 03 12 00 00 ,
8847503,接收,14:41:49.979.0,0x00000309,标准帧,数据帧,0x08,63 A8 00 52 0C 3C 06 00 ,
8847504,接收,14:41:49.979.0,0x0000030a,标准帧,数据帧,0x04,0D 51 FE 50 ,
8847505,接收,14:41:49.979.0,0x00000400,标准帧,数据帧,0x08,01 00 8C 80 00 00 00 00 ,
8847506,接收,14:41:49.979.0,0x00000401,标准帧,数据帧,0x08,C6 A2 00 00 F4 01 00 00 ,
8847507,接收,14:41:50.059.0,0x00000301,标准帧,数据帧,0x08,62 51 35 50 32 00 00 00 ,
8847508,接收,14:41:50.059.0,0x00000302,标准帧,数据帧,0x08,C4 09 00 00 A9 50 9D 39 ,
8847509,接收,14:41:50.059.0,0x00000303,标准帧,数据帧,0x04,B1 28 00 00 ,
8847510,接收,14:41:50.059.0,0x00000304,标准帧,数据帧,0x06,04 9C 03 12 00 00 ,
8847511,接收,14:41:50.091.0,0x00000309,标准帧,数据帧,0x08,63 A8 00 52 0D 3C 02 00 ,
8847512,接收,14:41:50.091.0,0x0000030a,标准帧,数据帧,0x04,0D 51 FE 50 ,
8847513,接收,14:41:50.091.0,0x00000400,标准帧,数据帧,0x08,01 00 8C 80 00 00 00 00 ,
8847514,接收,14:41:50.091.0,0x00000401,标准帧,数据帧,0x08,C6 A2 00 00 F4 01 00 00 ,
8847515,接收,14:41:50.155.0,0x00000604,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
8847516,接收,14:41:50.155.0,0x00000605,标准帧,数据帧,0x08,00 00 00 00 01 00 08 00 ,
8847517,接收,14:41:50.155.0,0x00000606,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
8847518,接收,14:41:50.155.0,0x00000301,标准帧,数据帧,0x08,62 51 2F 50 32 00 00 00 ,
8847519,接收,14:41:50.155.0,0x00000302,标准帧,数据帧,0x08,C4 09 00 00 A9 50 9D 39 ,
8847520,接收,14:41:50.155.0,0x00000402,标准帧,数据帧,0x08,64 00 00 00 B3 E0 06 00 ,
8847521,接收,14:41:50.155.0,0x00000403,标准帧,数据帧,0x08,64 00 00 00 B3 E0 06 00 ,
8847522,接收,14:41:50.155.0,0x00000303,标准帧,数据帧,0x04,B1 28 00 00 ,
8847523,接收,14:41:50.155.0,0x00000304,标准帧,数据帧,0x06,04 9C 03 12 00 00 ,
8847524,接收,14:41:50.155.0,0x00000405,标准帧,数据帧,0x08,32 10 32 10 32 10 32 10 ,
8847525,接收,14:41:50.155.0,0x00000406,标准帧,数据帧,0x08,35 10 33 10 33 10 33 10 ,
8847526,接收,14:41:50.171.0,0x00000309,标准帧,数据帧,0x08,63 A8 00 52 0D 3C FC FF ,
8847527,接收,14:41:50.171.0,0x0000030a,标准帧,数据帧,0x04,0D 51 FE 50 ,
8847528,接收,14:41:50.171.0,0x00000407,标准帧,数据帧,0x04,36 10 35 10 ,
8847529,接收,14:41:50.171.0,0x00000408,标准帧,数据帧,0x04,81 AF 07 00 ,
8847530,接收,14:41:50.188.0,0x00000400,标准帧,数据帧,0x08,01 00 8C 80 00 00 00 00 ,
8847531,接收,14:41:50.188.0,0x00000401,标准帧,数据帧,0x08,C6 A2 00 00 F4 01 00 00 ,
8847532,接收,14:41:50.188.0,0x00000409,标准帧,数据帧,0x08,E3 E3 E3 D7 E3 E3 E3 E4 ,
8847533,接收,14:41:50.188.0,0x00000506,标准帧,数据帧,0x07,32 10 36 10 91 E3 E3 ,
8847534,接收,14:41:50.188.0,0x00000509,标准帧,数据帧,0x03,3E 5D 01 ,
8847535,接收,14:41:50.188.0,0x0000050a,标准帧,数据帧,0x03,E5 E7 E3 ,
8847536,接收,14:41:50.204.0,0x0000050d,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
8847537,接收,14:41:50.204.0,0x0000050d,标准帧,数据帧,0x08,01 4F C3 00 00 00 00 00 ,
8847538,接收,14:41:50.252.0,0x00000301,标准帧,数据帧,0x08,62 51 33 50 32 00 00 00 ,
8847539,接收,14:41:50.252.0,0x00000302,标准帧,数据帧,0x08,C4 09 00 00 A9 50 9D 39 ,
8847540,接收,14:41:50.270.0,0x00000303,标准帧,数据帧,0x04,B1 28 00 00 ,
8847541,接收,14:41:50.270.0,0x00000304,标准帧,数据帧,0x06,04 9C 03 12 00 00 ,
8847542,接收,14:41:50.284.0,0x00000309,标准帧,数据帧,0x08,63 A8 00 52 0D 3C FC FF ,
8847543,接收,14:41:50.284.0,0x0000030a,标准帧,数据帧,0x04,0D 51 FE 50 ,
8847544,接收,14:41:50.284.0,0x00000400,标准帧,数据帧,0x08,01 00 8C 80 00 00 00 00 ,
8847545,接收,14:41:50.284.0,0x00000401,标准帧,数据帧,0x08,C6 A2 00 00 F4 01 00 00 ,
8847546,接收,14:41:50.347.0,0x00000301,标准帧,数据帧,0x08,62 51 2F 50 32 00 00 00 ,
8847547,接收,14:41:50.347.0,0x00000302,标准帧,数据帧,0x08,C4 09 00 00 A9 50 9D 39 ,
8847548,接收,14:41:50.363.0,0x00000303,标准帧,数据帧,0x04,B1 28 00 00 ,
8847549,接收,14:41:50.363.0,0x00000304,标准帧,数据帧,0x06,04 9C 03 12 00 00 ,
8847550,接收,14:41:50.363.0,0x00000309,标准帧,数据帧,0x08,63 A8 00 52 0D 3C 00 00 ,
8847551,接收,14:41:50.363.0,0x0000030a,标准帧,数据帧,0x04,0D 51 03 51 ,
8847552,接收,14:41:50.379.0,0x00000400,标准帧,数据帧,0x08,01 00 8C 80 00 00 00 00 ,
8847553,接收,14:41:50.379.0,0x00000401,标准帧,数据帧,0x08,C6 A2 00 00 F4 01 00 00 ,
8847554,接收,14:41:50.459.0,0x00000301,标准帧,数据帧,0x08,62 51 2D 50 32 00 00 00 ,
8847555,接收,14:41:50.459.0,0x00000302,标准帧,数据帧,0x08,C4 09 00 00 A9 50 9D 39 ,
8847556,接收,14:41:50.459.0,0x00000303,标准帧,数据帧,0x04,B1 28 00 00 ,
8847557,接收,14:41:50.459.0,0x00000304,标准帧,数据帧,0x06,04 9C 03 12 00 00 ,
8847558,接收,14:41:50.478.0,0x00000309,标准帧,数据帧,0x08,63 A8 00 52 0D 3C FE FF ,
8847559,接收,14:41:50.478.0,0x0000030a,标准帧,数据帧,0x04,0D 51 03 51 ,
8847560,接收,14:41:50.478.0,0x00000400,标准帧,数据帧,0x08,01 00 8C 80 00 00 00 00 ,
8847561,接收,14:41:50.478.0,0x00000401,标准帧,数据帧,0x08,C6 A2 00 00 F4 01 00 00 ,
8847562,接收,14:41:50.555.0,0x00000301,标准帧,数据帧,0x08,62 51 2F 50 32 00 00 00 ,
8847563,接收,14:41:50.555.0,0x00000302,标准帧,数据帧,0x08,C4 09 00 00 A9 50 9D 39 ,
8847564,接收,14:41:50.555.0,0x00000303,标准帧,数据帧,0x04,B1 28 00 00 ,
8847565,接收,14:41:50.555.0,0x00000304,标准帧,数据帧,0x06,04 9C 03 12 00 00 ,
8847566,接收,14:41:50.571.0,0x00000309,标准帧,数据帧,0x08,63 A8 00 52 0C 3C FE FF ,
8847567,接收,14:41:50.571.0,0x0000030a,标准帧,数据帧,0x04,0D 51 FE 50 ,
8847568,接收,14:41:50.586.0,0x00000400,标准帧,数据帧,0x08,01 00 8C 80 00 00 00 00 ,
8847569,接收,14:41:50.586.0,0x00000401,标准帧,数据帧,0x08,C6 A2 00 00 F4 01 00 00 ,
8847570,接收,14:41:50.650.0,0x00000301,标准帧,数据帧,0x08,62 51 2B 50 32 00 00 00 ,
8847571,接收,14:41:50.650.0,0x00000302,标准帧,数据帧,0x08,C4 09 00 00 A9 50 9D 39 ,
8847572,接收,14:41:50.666.0,0x00000303,标准帧,数据帧,0x04,B1 28 00 00 ,
8847573,接收,14:41:50.666.0,0x00000304,标准帧,数据帧,0x06,04 9C 03 12 00 00 ,
8847574,接收,14:41:50.682.0,0x00000309,标准帧,数据帧,0x08,63 A8 00 52 0D 3C 02 00 ,
8847575,接收,14:41:50.682.0,0x0000030a,标准帧,数据帧,0x04,0D 51 FE 50 ,
8847576,接收,14:41:50.682.0,0x00000400,标准帧,数据帧,0x08,01 00 8C 80 00 00 00 00 ,
8847577,接收,14:41:50.682.0,0x00000401,标准帧,数据帧,0x08,C6 A2 00 00 F4 01 00 00 ,
8847578,接收,14:41:50.746.0,0x00000301,标准帧,数据帧,0x08,6C 51 30 50 32 00 00 00 ,
8847579,接收,14:41:50.746.0,0x00000302,标准帧,数据帧,0x08,C4 09 00 00 A9 50 9D 39 ,
8847580,接收,14:41:50.762.0,0x00000303,标准帧,数据帧,0x04,B6 28 00 00 ,
8847581,接收,14:41:50.762.0,0x00000304,标准帧,数据帧,0x06,04 9C 03 12 00 00 ,
8847582,接收,14:41:50.778.0,0x00000309,标准帧,数据帧,0x08,63 A8 00 52 0D 3C 00 00 ,
8847583,接收,14:41:50.778.0,0x0000030a,标准帧,数据帧,0x04,0D 51 FE 50 ,
8847584,接收,14:41:50.778.0,0x00000400,标准帧,数据帧,0x08,01 00 8C 80 00 00 00 00 ,
8847585,接收,14:41:50.778.0,0x00000401,标准帧,数据帧,0x08,DA A2 00 00 F4 01 00 00 ,
8847586,接收,14:41:50.857.0,0x00000301,标准帧,数据帧,0x08,6C 51 31 50 32 00 00 00 ,
8847587,接收,14:41:50.857.0,0x00000302,标准帧,数据帧,0x08,C4 09 00 00 A9 50 9D 39 ,
8847588,接收,14:41:50.889.0,0x00000303,标准帧,数据帧,0x04,B6 28 00 00 ,
8847589,接收,14:41:50.889.0,0x00000304,标准帧,数据帧,0x06,04 9C 03 12 00 00 ,
8847590,接收,14:41:50.889.0,0x00000309,标准帧,数据帧,0x08,63 A8 00 52 0D 3C FC FF ,
8847591,接收,14:41:50.889.0,0x0000030a,标准帧,数据帧,0x04,0D 51 FE 50 ,
8847592,接收,14:41:50.889.0,0x00000400,标准帧,数据帧,0x08,01 00 8C 80 00 00 00 00 ,
8847593,接收,14:41:50.889.0,0x00000401,标准帧,数据帧,0x08,DA A2 00 00 F4 01 00 00 ,
8847594,接收,14:41:50.953.0,0x00000301,标准帧,数据帧,0x08,6C 51 30 50 33 00 00 00 ,
8847595,接收,14:41:50.953.0,0x00000302,标准帧,数据帧,0x08,C4 09 00 00 A9 50 9D 39 ,
8847596,接收,14:41:50.969.0,0x00000303,标准帧,数据帧,0x04,B6 28 00 00 ,
8847597,接收,14:41:50.969.0,0x00000304,标准帧,数据帧,0x06,04 9C 03 12 00 00 ,
8847598,接收,14:41:50.969.0,0x00000309,标准帧,数据帧,0x08,63 A8 00 52 0D 3C 04 00 ,
8847599,接收,14:41:50.969.0,0x0000030a,标准帧,数据帧,0x04,0D 51 03 51 ,
8847600,接收,14:41:50.985.0,0x00000400,标准帧,数据帧,0x08,01 00 8C 80 00 00 00 00 ,
8847601,接收,14:41:50.985.0,0x00000401,标准帧,数据帧,0x08,DA A2 00 00 FE 01 00 00 ,
8847602,接收,14:41:51.049.0,0x00000301,标准帧,数据帧,0x08,6C 51 2E 50 33 00 00 00 ,
8847603,接收,14:41:51.049.0,0x00000302,标准帧,数据帧,0x08,C4 09 00 00 A9 50 9D 39 ,
8847604,接收,14:41:51.084.0,0x00000303,标准帧,数据帧,0x04,B6 28 00 00 ,
8847605,接收,14:41:51.084.0,0x00000304,标准帧,数据帧,0x06,04 9C 03 12 00 00 ,
8847606,接收,14:41:51.084.0,0x00000309,标准帧,数据帧,0x08,63 A8 00 52 0D 3C 06 00 ,
8847607,接收,14:41:51.084.0,0x0000030a,标准帧,数据帧,0x04,0D 51 03 51 ,
8847608,接收,14:41:51.084.0,0x00000400,标准帧,数据帧,0x08,01 00 8C 80 00 00 00 00 ,
8847609,接收,14:41:51.084.0,0x00000401,标准帧,数据帧,0x08,DA A2 00 00 FE 01 00 00 ,
