序号,传输方向,时间戳,ID,帧格式,帧类型,长度,数据,
1441,接收,19:10:20.320.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1442,接收,19:10:20.341.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7D 3C D4 FF ,
1443,接收,19:10:20.341.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 64 3B ,
1444,接收,19:10:20.341.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1445,接收,19:10:20.341.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
1446,接收,19:10:20.411.0,0x00000301,标准帧,数据帧,0x08,68 3C 49 3C 00 00 00 00 ,
1447,接收,19:10:20.411.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1448,接收,19:10:20.418.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
1449,接收,19:10:20.418.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1450,接收,19:10:20.428.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 82 3C D6 FF ,
1451,接收,19:10:20.428.0,0x0000030a,标准帧,数据帧,0x04,63 3C 69 3B ,
1452,接收,19:10:20.439.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1453,接收,19:10:20.439.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
1454,接收,19:10:20.515.0,0x00000301,标准帧,数据帧,0x08,68 3C 44 3C 00 00 00 00 ,
1455,接收,19:10:20.515.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1456,接收,19:10:20.518.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
1457,接收,19:10:20.518.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1458,接收,19:10:20.541.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7F 3C D6 FF ,
1459,接收,19:10:20.541.0,0x0000030a,标准帧,数据帧,0x04,63 3C 69 3B ,
1460,接收,19:10:20.541.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1461,接收,19:10:20.541.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
1462,接收,19:10:20.610.0,0x00000301,标准帧,数据帧,0x08,68 3C 44 3C 00 00 00 00 ,
1463,接收,19:10:20.610.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1464,接收,19:10:20.619.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
1465,接收,19:10:20.620.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1466,接收,19:10:20.628.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 81 3C D6 FF ,
1467,接收,19:10:20.628.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 64 3B ,
1468,接收,19:10:20.639.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1469,接收,19:10:20.639.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
1470,接收,19:10:20.714.0,0x00000301,标准帧,数据帧,0x08,68 3C 47 3C 00 00 00 00 ,
1471,接收,19:10:20.714.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1472,接收,19:10:20.719.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
1473,接收,19:10:20.719.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1474,接收,19:10:20.743.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7E 3C D2 FF ,
1475,接收,19:10:20.743.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 64 3B ,
1476,接收,19:10:20.743.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1477,接收,19:10:20.743.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
1478,接收,19:10:20.813.0,0x00000604,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
1479,接收,19:10:20.813.0,0x00000605,标准帧,数据帧,0x08,00 00 00 00 01 00 00 00 ,
1480,接收,19:10:20.813.0,0x00000606,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
1481,接收,19:10:20.813.0,0x00000301,标准帧,数据帧,0x08,68 3C 3E 3C 00 00 00 00 ,
1482,接收,19:10:20.813.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1483,接收,19:10:20.813.0,0x00000402,标准帧,数据帧,0x08,01 00 00 00 F8 25 00 00 ,
1484,接收,19:10:20.813.0,0x00000403,标准帧,数据帧,0x08,64 00 00 00 E3 C3 07 00 ,
1485,接收,19:10:20.818.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
1486,接收,19:10:20.818.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1487,接收,19:10:20.819.0,0x00000405,标准帧,数据帧,0x08,10 0C 10 0C 13 0C 14 0C ,
1488,接收,19:10:20.819.0,0x00000406,标准帧,数据帧,0x08,07 0C 1B 0C 17 0C 14 0C ,
1489,接收,19:10:20.830.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 82 3C D4 FF ,
1490,接收,19:10:20.830.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 5F 3B ,
1491,接收,19:10:20.830.0,0x00000407,标准帧,数据帧,0x04,17 0C 1D 0C ,
1492,接收,19:10:20.830.0,0x00000408,标准帧,数据帧,0x04,79 09 00 00 ,
1493,接收,19:10:20.841.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1494,接收,19:10:20.841.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
1495,接收,19:10:20.841.0,0x00000409,标准帧,数据帧,0x08,E5 E4 E5 D7 E5 E5 E5 E5 ,
1496,接收,19:10:20.841.0,0x00000506,标准帧,数据帧,0x07,07 0C 1D 0C A5 E4 E5 ,
1497,接收,19:10:20.849.0,0x00000509,标准帧,数据帧,0x03,3F 84 01 ,
1498,接收,19:10:20.849.0,0x0000050a,标准帧,数据帧,0x03,E6 E6 E5 ,
1499,接收,19:10:20.858.0,0x0000050d,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
1500,接收,19:10:20.858.0,0x0000050d,标准帧,数据帧,0x08,01 BB 03 00 00 00 00 00 ,
1501,接收,19:10:20.912.0,0x00000301,标准帧,数据帧,0x08,68 3C 3E 3C 00 00 00 00 ,
1502,接收,19:10:20.912.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1503,接收,19:10:20.919.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
1504,接收,19:10:20.919.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1505,接收,19:10:20.938.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7E 3C D4 FF ,
1506,接收,19:10:20.938.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 5F 3B ,
1507,接收,19:10:20.939.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1508,接收,19:10:20.939.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
1509,接收,19:10:21.011.0,0x00000301,标准帧,数据帧,0x08,68 3C 47 3C 00 00 00 00 ,
1510,接收,19:10:21.012.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1511,接收,19:10:21.018.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
1512,接收,19:10:21.018.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1513,接收,19:10:21.029.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 82 3C D8 FF ,
1514,接收,19:10:21.029.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 5F 3B ,
1515,接收,19:10:21.038.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1516,接收,19:10:21.038.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
1517,接收,19:10:21.115.0,0x00000301,标准帧,数据帧,0x08,68 3C 46 3C 00 00 00 00 ,
1518,接收,19:10:21.115.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1519,接收,19:10:21.119.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
1520,接收,19:10:21.119.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1521,接收,19:10:21.141.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7F 3C D6 FF ,
1522,接收,19:10:21.141.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 5F 3B ,
1523,接收,19:10:21.141.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1524,接收,19:10:21.141.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
1525,接收,19:10:21.210.0,0x00000301,标准帧,数据帧,0x08,6D 3C 4A 3C 00 00 00 00 ,
1526,接收,19:10:21.211.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1527,接收,19:10:21.218.0,0x00000303,标准帧,数据帧,0x04,B2 00 36 1E ,
1528,接收,19:10:21.218.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1529,接收,19:10:21.229.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 80 3C D6 FF ,
1530,接收,19:10:21.229.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 5F 3B ,
1531,接收,19:10:21.238.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1532,接收,19:10:21.238.0,0x00000401,标准帧,数据帧,0x08,DB 78 00 00 00 00 00 00 ,
1533,接收,19:10:21.316.0,0x00000301,标准帧,数据帧,0x08,6D 3C 45 3C 00 00 00 00 ,
1534,接收,19:10:21.316.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1535,接收,19:10:21.320.0,0x00000303,标准帧,数据帧,0x04,B2 00 36 1E ,
1536,接收,19:10:21.320.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1537,接收,19:10:21.341.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7F 3C D4 FF ,
1538,接收,19:10:21.341.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 5F 3B ,
1539,接收,19:10:21.341.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1540,接收,19:10:21.341.0,0x00000401,标准帧,数据帧,0x08,DB 78 00 00 00 00 00 00 ,
1541,接收,19:10:21.410.0,0x00000301,标准帧,数据帧,0x08,68 3C 43 3C 00 00 00 00 ,
1542,接收,19:10:21.410.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1543,接收,19:10:21.419.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
1544,接收,19:10:21.419.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1545,接收,19:10:21.428.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 81 3C D4 FF ,
1546,接收,19:10:21.428.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 69 3B ,
1547,接收,19:10:21.439.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1548,接收,19:10:21.439.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
1549,接收,19:10:21.515.0,0x00000301,标准帧,数据帧,0x08,68 3C 43 3C 00 00 00 00 ,
1550,接收,19:10:21.515.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1551,接收,19:10:21.537.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
1552,接收,19:10:21.538.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1553,接收,19:10:21.538.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 80 3C D0 FF ,
1554,接收,19:10:21.538.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 69 3B ,
1555,接收,19:10:21.538.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1556,接收,19:10:21.539.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
1557,接收,19:10:21.610.0,0x00000301,标准帧,数据帧,0x08,68 3C 4B 3C 00 00 00 00 ,
1558,接收,19:10:21.610.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1559,接收,19:10:21.619.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
1560,接收,19:10:21.619.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1561,接收,19:10:21.628.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 81 3C D4 FF ,
1562,接收,19:10:21.628.0,0x0000030a,标准帧,数据帧,0x04,63 3C 69 3B ,
1563,接收,19:10:21.639.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1564,接收,19:10:21.639.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
1565,接收,19:10:21.715.0,0x00000301,标准帧,数据帧,0x08,68 3C 4B 3C 00 00 00 00 ,
1566,接收,19:10:21.715.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1567,接收,19:10:21.718.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
1568,接收,19:10:21.718.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1569,接收,19:10:21.741.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7F 3C D4 FF ,
1570,接收,19:10:21.741.0,0x0000030a,标准帧,数据帧,0x04,63 3C 69 3B ,
1571,接收,19:10:21.741.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1572,接收,19:10:21.741.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
1573,接收,19:10:21.813.0,0x00000604,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
1574,接收,19:10:21.813.0,0x00000605,标准帧,数据帧,0x08,00 00 00 00 01 00 00 00 ,
1575,接收,19:10:21.813.0,0x00000606,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
1576,接收,19:10:21.813.0,0x00000301,标准帧,数据帧,0x08,68 3C 48 3C 00 00 00 00 ,
1577,接收,19:10:21.813.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1578,接收,19:10:21.813.0,0x00000402,标准帧,数据帧,0x08,01 00 00 00 F8 25 00 00 ,
1579,接收,19:10:21.813.0,0x00000403,标准帧,数据帧,0x08,64 00 00 00 E3 C3 07 00 ,
1580,接收,19:10:21.821.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
1581,接收,19:10:21.821.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1582,接收,19:10:21.821.0,0x00000405,标准帧,数据帧,0x08,10 0C 10 0C 13 0C 14 0C ,
1583,接收,19:10:21.821.0,0x00000406,标准帧,数据帧,0x08,07 0C 1B 0C 17 0C 14 0C ,
1584,接收,19:10:21.830.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 81 3C D2 FF ,
1585,接收,19:10:21.830.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 64 3B ,
1586,接收,19:10:21.830.0,0x00000407,标准帧,数据帧,0x04,17 0C 1D 0C ,
1587,接收,19:10:21.830.0,0x00000408,标准帧,数据帧,0x04,7A 09 00 00 ,
1588,接收,19:10:21.841.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1589,接收,19:10:21.841.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
1590,接收,19:10:21.841.0,0x00000409,标准帧,数据帧,0x08,E5 E4 E5 D7 E5 E5 E5 E5 ,
1591,接收,19:10:21.841.0,0x00000506,标准帧,数据帧,0x07,07 0C 1D 0C A5 E4 E5 ,
1592,接收,19:10:21.849.0,0x00000509,标准帧,数据帧,0x03,3F 84 01 ,
1593,接收,19:10:21.849.0,0x0000050a,标准帧,数据帧,0x03,E6 E6 E5 ,
1594,接收,19:10:21.858.0,0x0000050d,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
1595,接收,19:10:21.858.0,0x0000050d,标准帧,数据帧,0x08,01 BB 03 00 00 00 00 00 ,
1596,接收,19:10:21.915.0,0x00000301,标准帧,数据帧,0x08,68 3C 45 3C 00 00 00 00 ,
1597,接收,19:10:21.915.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1598,接收,19:10:21.940.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
1599,接收,19:10:21.940.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1600,接收,19:10:21.940.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 82 3C D4 FF ,
1601,接收,19:10:21.940.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 64 3B ,
1602,接收,19:10:21.940.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1603,接收,19:10:21.940.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
1604,接收,19:10:22.012.0,0x00000301,标准帧,数据帧,0x08,68 3C 44 3C 00 00 00 00 ,
1605,接收,19:10:22.012.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1606,接收,19:10:22.018.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
1607,接收,19:10:22.018.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1608,接收,19:10:22.029.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 82 3C D4 FF ,
1609,接收,19:10:22.029.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 5A 3B ,
1610,接收,19:10:22.038.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1611,接收,19:10:22.038.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
1612,接收,19:10:22.117.0,0x00000301,标准帧,数据帧,0x08,68 3C 45 3C 00 00 00 00 ,
1613,接收,19:10:22.117.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1614,接收,19:10:22.139.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
1615,接收,19:10:22.139.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1616,接收,19:10:22.139.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 82 3C D4 FF ,
1617,接收,19:10:22.139.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 5A 3B ,
1618,接收,19:10:22.139.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1619,接收,19:10:22.139.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
1620,接收,19:10:22.210.0,0x00000301,标准帧,数据帧,0x08,68 3C 48 3C 00 00 00 00 ,
1621,接收,19:10:22.210.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1622,接收,19:10:22.219.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
1623,接收,19:10:22.219.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1624,接收,19:10:22.228.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 81 3C D8 FF ,
1625,接收,19:10:22.228.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 5A 3B ,
1626,接收,19:10:22.239.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1627,接收,19:10:22.239.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
1628,接收,19:10:22.315.0,0x00000301,标准帧,数据帧,0x08,68 3C 44 3C 00 00 00 00 ,
1629,接收,19:10:22.315.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1630,接收,19:10:22.320.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
1631,接收,19:10:22.320.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1632,接收,19:10:22.341.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7D 3C D4 FF ,
1633,接收,19:10:22.341.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 5A 3B ,
1634,接收,19:10:22.341.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1635,接收,19:10:22.341.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
1636,接收,19:10:22.411.0,0x00000301,标准帧,数据帧,0x08,68 3C 4B 3C 00 00 00 00 ,
1637,接收,19:10:22.411.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1638,接收,19:10:22.419.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
1639,接收,19:10:22.419.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1640,接收,19:10:22.429.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 82 3C D6 FF ,
1641,接收,19:10:22.429.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 5A 3B ,
1642,接收,19:10:22.438.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1643,接收,19:10:22.438.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
1644,接收,19:10:22.512.0,0x00000301,标准帧,数据帧,0x08,68 3C 46 3C 00 00 00 00 ,
1645,接收,19:10:22.513.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1646,接收,19:10:22.519.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
1647,接收,19:10:22.519.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1648,接收,19:10:22.540.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7D 3C CE FF ,
1649,接收,19:10:22.540.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 5A 3B ,
1650,接收,19:10:22.540.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1651,接收,19:10:22.540.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
1652,接收,19:10:22.611.0,0x00000301,标准帧,数据帧,0x08,6D 3C 47 3C 00 00 00 00 ,
1653,接收,19:10:22.611.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1654,接收,19:10:22.618.0,0x00000303,标准帧,数据帧,0x04,B2 00 36 1E ,
1655,接收,19:10:22.618.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1656,接收,19:10:22.629.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 80 3C D4 FF ,
1657,接收,19:10:22.629.0,0x0000030a,标准帧,数据帧,0x04,63 3C 5A 3B ,
1658,接收,19:10:22.638.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1659,接收,19:10:22.639.0,0x00000401,标准帧,数据帧,0x08,DB 78 00 00 00 00 00 00 ,
1660,接收,19:10:22.715.0,0x00000301,标准帧,数据帧,0x08,6D 3C 43 3C 00 00 00 00 ,
1661,接收,19:10:22.715.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1662,接收,19:10:22.718.0,0x00000303,标准帧,数据帧,0x04,B2 00 36 1E ,
1663,接收,19:10:22.719.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1664,接收,19:10:22.741.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7F 3C D6 FF ,
1665,接收,19:10:22.741.0,0x0000030a,标准帧,数据帧,0x04,63 3C 5A 3B ,
1666,接收,19:10:22.741.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1667,接收,19:10:22.741.0,0x00000401,标准帧,数据帧,0x08,DB 78 00 00 00 00 00 00 ,
1668,接收,19:10:22.810.0,0x00000604,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
1669,接收,19:10:22.811.0,0x00000605,标准帧,数据帧,0x08,00 00 00 00 01 00 00 00 ,
1670,接收,19:10:22.811.0,0x00000606,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
1671,接收,19:10:22.811.0,0x00000301,标准帧,数据帧,0x08,68 3C 41 3C 00 00 00 00 ,
1672,接收,19:10:22.815.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1673,接收,19:10:22.815.0,0x00000402,标准帧,数据帧,0x08,01 00 00 00 F8 25 00 00 ,
1674,接收,19:10:22.815.0,0x00000403,标准帧,数据帧,0x08,64 00 00 00 E3 C3 07 00 ,
1675,接收,19:10:22.817.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
1676,接收,19:10:22.817.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1677,接收,19:10:22.822.0,0x00000405,标准帧,数据帧,0x08,10 0C 10 0C 13 0C 14 0C ,
1678,接收,19:10:22.822.0,0x00000406,标准帧,数据帧,0x08,07 0C 1B 0C 17 0C 14 0C ,
1679,接收,19:10:22.831.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 82 3C DC FF ,
1680,接收,19:10:22.831.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 55 3B ,
1681,接收,19:10:22.831.0,0x00000407,标准帧,数据帧,0x04,17 0C 1D 0C ,
1682,接收,19:10:22.831.0,0x00000408,标准帧,数据帧,0x04,7B 09 00 00 ,
1683,接收,19:10:22.841.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1684,接收,19:10:22.841.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
1685,接收,19:10:22.841.0,0x00000409,标准帧,数据帧,0x08,E5 E4 E5 D7 E5 E5 E5 E5 ,
1686,接收,19:10:22.841.0,0x00000506,标准帧,数据帧,0x07,07 0C 1D 0C A5 E4 E5 ,
1687,接收,19:10:22.848.0,0x00000509,标准帧,数据帧,0x03,3F 84 01 ,
1688,接收,19:10:22.848.0,0x0000050a,标准帧,数据帧,0x03,E6 E6 E5 ,
1689,接收,19:10:22.858.0,0x0000050d,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
1690,接收,19:10:22.858.0,0x0000050d,标准帧,数据帧,0x08,01 BB 03 00 00 00 00 00 ,
1691,接收,19:10:22.916.0,0x00000301,标准帧,数据帧,0x08,68 3C 40 3C 00 00 00 00 ,
1692,接收,19:10:22.916.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1693,接收,19:10:22.938.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
1694,接收,19:10:22.938.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1695,接收,19:10:22.938.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 81 3C D0 FF ,
1696,接收,19:10:22.938.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 55 3B ,
