Index,Direction,Time Stamp,Frame ID,Format,Type,Data Length,Data(HEX),Unnamed: 8
0,Receive,19:10:05.889.0,0x0000050f,Standard,Data,0x08,0A 53 44 32 34 31 32 4D ,
1,Receive,19:10:05.889.0,0x0000050f,Standard,Data,0x08,0B 42 41 54 32 30 31 30 ,
2,Receive,19:10:05.899.0,0x0000050f,Standard,Data,0x08,0C 32 34 37 00 00 00 00 ,
3,Receive,19:10:05.899.0,0x0000050f,Standard,Data,0x08,0F 00 00 00 00 00 00 00 ,
4,Receive,19:10:05.917.0,0x00000301,Standard,Data,0x08,6D 3C 42 3C 00 00 00 00 ,
5,Receive,19:10:05.917.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
6,Receive,19:10:05.917.0,0x0000050f,Standard,Data,0x08,10 00 00 00 00 00 00 00 ,
7,Receive,19:10:05.917.0,0x0000050f,Standard,Data,0x08,11 00 00 00 00 00 00 00 ,
8,Receive,19:10:05.919.0,0x00000303,Standard,Data,0x04,B1 00 36 1E ,
9,Receive,19:10:05.919.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
10,Receive,19:10:05.920.0,0x0000050f,Standard,Data,0x08,18 67 65 38 61 37 65 00 ,
11,Receive,19:10:05.920.0,0x0000050f,Standard,Data,0x08,19 E8 07 08 00 64 00 00 ,
12,Receive,19:10:05.939.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 7E 3C D2 FF ,
13,Receive,19:10:05.939.0,0x0000030a,Standard,Data,0x04,5E 3C 69 3B ,
14,Receive,19:10:05.940.0,0x0000050f,Standard,Data,0x08,1A 00 00 00 00 00 00 00 ,
15,Receive,19:10:05.940.0,0x0000050f,Standard,Data,0x08,1B 00 00 00 00 00 00 00 ,
16,Receive,19:10:05.940.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
17,Receive,19:10:05.941.0,0x00000401,Standard,Data,0x08,DB 78 00 00 00 00 00 00 ,
18,Receive,19:10:05.941.0,0x0000050f,Standard,Data,0x08,1C 00 00 00 00 00 00 00 ,
19,Receive,19:10:05.944.0,0x0000050f,Standard,Data,0x08,1D 00 00 00 00 00 00 00 ,
20,Receive,19:10:05.948.0,0x00000703,Standard,Data,0x02,00 00 ,
21,Receive,19:10:05.948.0,0x00000704,Standard,Data,0x08,00 00 00 00 00 00 00 01 ,
22,Receive,19:10:05.959.0,0x00000704,Standard,Data,0x08,01 00 00 00 00 00 00 00 ,
23,Receive,19:10:05.959.0,0x00000704,Standard,Data,0x08,02 00 00 00 00 00 00 00 ,
24,Receive,19:10:05.968.0,0x00000704,Standard,Data,0x08,03 00 00 00 00 00 00 00 ,
25,Receive,19:10:05.968.0,0x00000704,Standard,Data,0x08,04 00 00 00 00 00 00 00 ,
26,Receive,19:10:05.978.0,0x00000704,Standard,Data,0x08,05 00 00 00 00 00 00 00 ,
27,Receive,19:10:05.978.0,0x00000704,Standard,Data,0x08,06 00 00 89 09 00 00 00 ,
28,Receive,19:10:05.988.0,0x00000704,Standard,Data,0x08,07 00 00 00 00 00 00 00 ,
29,Receive,19:10:05.988.0,0x00000704,Standard,Data,0x08,08 00 00 00 00 00 00 00 ,
30,Receive,19:10:05.998.0,0x00000704,Standard,Data,0x08,0B 00 00 00 00 00 00 00 ,
31,Receive,19:10:05.998.0,0x00000704,Standard,Data,0x08,0D 00 00 00 00 CE CE 00 ,
32,Receive,19:10:06.010.0,0x00000301,Standard,Data,0x08,68 3C 42 3C 00 00 00 00 ,
33,Receive,19:10:06.010.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
34,Receive,19:10:06.011.0,0x00000704,Standard,Data,0x08,0E 00 00 00 00 00 00 00 ,
35,Receive,19:10:06.011.0,0x00000704,Standard,Data,0x08,0F 00 00 00 00 00 00 00 ,
36,Receive,19:10:06.020.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
37,Receive,19:10:06.020.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
38,Receive,19:10:06.020.0,0x00000704,Standard,Data,0x08,10 00 00 00 00 00 00 00 ,
39,Receive,19:10:06.020.0,0x00000704,Standard,Data,0x08,11 00 00 00 00 00 00 00 ,
40,Receive,19:10:06.031.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 80 3C D6 FF ,
41,Receive,19:10:06.031.0,0x0000030a,Standard,Data,0x04,5E 3C 64 3B ,
42,Receive,19:10:06.031.0,0x00000704,Standard,Data,0x08,12 00 00 00 00 00 00 00 ,
43,Receive,19:10:06.031.0,0x00000704,Standard,Data,0x08,13 00 00 00 00 00 00 00 ,
44,Receive,19:10:06.039.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
45,Receive,19:10:06.039.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
46,Receive,19:10:06.114.0,0x00000301,Standard,Data,0x08,68 3C 40 3C 00 00 00 00 ,
47,Receive,19:10:06.115.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
48,Receive,19:10:06.119.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
49,Receive,19:10:06.119.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
50,Receive,19:10:06.143.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 7F 3C D4 FF ,
51,Receive,19:10:06.143.0,0x0000030a,Standard,Data,0x04,5E 3C 64 3B ,
52,Receive,19:10:06.143.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
53,Receive,19:10:06.143.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
54,Receive,19:10:06.211.0,0x00000301,Standard,Data,0x08,68 3C 4A 3C 00 00 00 00 ,
55,Receive,19:10:06.211.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
56,Receive,19:10:06.218.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
57,Receive,19:10:06.218.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
58,Receive,19:10:06.228.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 81 3C D2 FF ,
59,Receive,19:10:06.228.0,0x0000030a,Standard,Data,0x04,5E 3C 64 3B ,
60,Receive,19:10:06.239.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
61,Receive,19:10:06.239.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
62,Receive,19:10:06.314.0,0x00000301,Standard,Data,0x08,68 3C 45 3C 00 00 00 00 ,
63,Receive,19:10:06.314.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
64,Receive,19:10:06.340.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
65,Receive,19:10:06.340.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
66,Receive,19:10:06.340.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 7F 3C D2 FF ,
67,Receive,19:10:06.340.0,0x0000030a,Standard,Data,0x04,5E 3C 64 3B ,
68,Receive,19:10:06.340.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
69,Receive,19:10:06.340.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
70,Receive,19:10:06.411.0,0x00000301,Standard,Data,0x08,68 3C 4B 3C 00 00 00 00 ,
71,Receive,19:10:06.411.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
72,Receive,19:10:06.418.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
73,Receive,19:10:06.418.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
74,Receive,19:10:06.429.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 80 3C D6 FF ,
75,Receive,19:10:06.429.0,0x0000030a,Standard,Data,0x04,5E 3C 64 3B ,
76,Receive,19:10:06.439.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
77,Receive,19:10:06.439.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
78,Receive,19:10:06.516.0,0x00000301,Standard,Data,0x08,68 3C 40 3C 00 00 00 00 ,
79,Receive,19:10:06.516.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
80,Receive,19:10:06.520.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
81,Receive,19:10:06.520.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
82,Receive,19:10:06.538.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 80 3C D6 FF ,
83,Receive,19:10:06.538.0,0x0000030a,Standard,Data,0x04,5E 3C 64 3B ,
84,Receive,19:10:06.540.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
85,Receive,19:10:06.540.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
86,Receive,19:10:06.612.0,0x00000301,Standard,Data,0x08,68 3C 46 3C 00 00 00 00 ,
87,Receive,19:10:06.612.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
88,Receive,19:10:06.619.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
89,Receive,19:10:06.619.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
90,Receive,19:10:06.629.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 81 3C D2 FF ,
91,Receive,19:10:06.629.0,0x0000030a,Standard,Data,0x04,5E 3C 5F 3B ,
92,Receive,19:10:06.639.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
93,Receive,19:10:06.639.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
94,Receive,19:10:06.716.0,0x00000301,Standard,Data,0x08,68 3C 40 3C 00 00 00 00 ,
95,Receive,19:10:06.716.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
96,Receive,19:10:06.720.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
97,Receive,19:10:06.720.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
98,Receive,19:10:06.740.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 7E 3C D2 FF ,
99,Receive,19:10:06.740.0,0x0000030a,Standard,Data,0x04,5E 3C 5F 3B ,
100,Receive,19:10:06.740.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
101,Receive,19:10:06.740.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
102,Receive,19:10:06.812.0,0x00000604,Standard,Data,0x08,00 00 00 00 00 00 00 00 ,
103,Receive,19:10:06.812.0,0x00000605,Standard,Data,0x08,00 00 00 00 01 00 00 00 ,
104,Receive,19:10:06.812.0,0x00000606,Standard,Data,0x08,00 00 00 00 00 00 00 00 ,
105,Receive,19:10:06.812.0,0x00000301,Standard,Data,0x08,6D 3C 40 3C 00 00 00 00 ,
106,Receive,19:10:06.812.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
107,Receive,19:10:06.813.0,0x00000402,Standard,Data,0x08,01 00 00 00 F8 25 00 00 ,
108,Receive,19:10:06.813.0,0x00000403,Standard,Data,0x08,64 00 00 00 E3 C3 07 00 ,
109,Receive,19:10:06.820.0,0x00000303,Standard,Data,0x04,B1 00 36 1E ,
110,Receive,19:10:06.820.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
111,Receive,19:10:06.820.0,0x00000405,Standard,Data,0x08,10 0C 10 0C 13 0C 14 0C ,
112,Receive,19:10:06.820.0,0x00000406,Standard,Data,0x08,07 0C 1B 0C 17 0C 14 0C ,
113,Receive,19:10:06.831.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 7F 3C DA FF ,
114,Receive,19:10:06.831.0,0x0000030a,Standard,Data,0x04,5E 3C 5F 3B ,
115,Receive,19:10:06.831.0,0x00000407,Standard,Data,0x04,17 0C 1D 0C ,
116,Receive,19:10:06.831.0,0x00000408,Standard,Data,0x04,6B 09 00 00 ,
117,Receive,19:10:06.841.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
118,Receive,19:10:06.841.0,0x00000401,Standard,Data,0x08,DB 78 00 00 00 00 00 00 ,
119,Receive,19:10:06.841.0,0x00000409,Standard,Data,0x08,E5 E4 E5 D7 E5 E5 E5 E5 ,
120,Receive,19:10:06.841.0,0x00000506,Standard,Data,0x07,07 0C 1D 0C A5 E4 E5 ,
121,Receive,19:10:06.848.0,0x00000509,Standard,Data,0x03,3F 82 01 ,
122,Receive,19:10:06.848.0,0x0000050a,Standard,Data,0x03,E6 E6 E5 ,
123,Receive,19:10:06.858.0,0x0000050d,Standard,Data,0x08,00 00 00 00 00 00 00 00 ,
124,Receive,19:10:06.858.0,0x0000050d,Standard,Data,0x08,01 BB 03 00 00 00 00 00 ,
125,Receive,19:10:06.916.0,0x00000301,Standard,Data,0x08,6D 3C 44 3C 00 00 00 00 ,
126,Receive,19:10:06.916.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
127,Receive,19:10:06.936.0,0x00000303,Standard,Data,0x04,B1 00 36 1E ,
128,Receive,19:10:06.936.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
129,Receive,19:10:06.937.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 81 3C D0 FF ,
130,Receive,19:10:06.937.0,0x0000030a,Standard,Data,0x04,5E 3C 5F 3B ,
131,Receive,19:10:06.939.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
132,Receive,19:10:06.939.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
133,Receive,19:10:07.010.0,0x00000301,Standard,Data,0x08,68 3C 44 3C 00 00 00 00 ,
134,Receive,19:10:07.010.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
135,Receive,19:10:07.018.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
136,Receive,19:10:07.018.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
137,Receive,19:10:07.028.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 7F 3C D2 FF ,
138,Receive,19:10:07.028.0,0x0000030a,Standard,Data,0x04,5E 3C 5F 3B ,
139,Receive,19:10:07.038.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
140,Receive,19:10:07.038.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
141,Receive,19:10:07.139.0,0x00000301,Standard,Data,0x08,68 3C 3E 3C 00 00 00 00 ,
142,Receive,19:10:07.139.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
143,Receive,19:10:07.139.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
144,Receive,19:10:07.139.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
145,Receive,19:10:07.139.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 7F 3C D6 FF ,
146,Receive,19:10:07.139.0,0x0000030a,Standard,Data,0x04,5E 3C 5F 3B ,
147,Receive,19:10:07.139.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
148,Receive,19:10:07.139.0,0x00000401,Standard,Data,0x08,DB 78 00 00 00 00 00 00 ,
149,Receive,19:10:07.210.0,0x00000301,Standard,Data,0x08,6D 3C 4C 3C 00 00 00 00 ,
150,Receive,19:10:07.211.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
151,Receive,19:10:07.219.0,0x00000303,Standard,Data,0x04,B1 00 36 1E ,
152,Receive,19:10:07.219.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
153,Receive,19:10:07.229.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 81 3C D6 FF ,
154,Receive,19:10:07.229.0,0x0000030a,Standard,Data,0x04,5E 3C 69 3B ,
155,Receive,19:10:07.239.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
156,Receive,19:10:07.239.0,0x00000401,Standard,Data,0x08,DB 78 00 00 00 00 00 00 ,
157,Receive,19:10:07.317.0,0x00000301,Standard,Data,0x08,6D 3C 41 3C 00 00 00 00 ,
158,Receive,19:10:07.317.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
159,Receive,19:10:07.319.0,0x00000303,Standard,Data,0x04,B1 00 36 1E ,
160,Receive,19:10:07.319.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
161,Receive,19:10:07.338.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 7E 3C D4 FF ,
162,Receive,19:10:07.338.0,0x0000030a,Standard,Data,0x04,5E 3C 69 3B ,
163,Receive,19:10:07.340.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
164,Receive,19:10:07.340.0,0x00000401,Standard,Data,0x08,DB 78 00 00 00 00 00 00 ,
165,Receive,19:10:07.410.0,0x00000301,Standard,Data,0x08,68 3C 48 3C 00 00 00 00 ,
166,Receive,19:10:07.410.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
167,Receive,19:10:07.419.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
168,Receive,19:10:07.419.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
169,Receive,19:10:07.429.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 81 3C D6 FF ,
170,Receive,19:10:07.429.0,0x0000030a,Standard,Data,0x04,5E 3C 69 3B ,
171,Receive,19:10:07.439.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
172,Receive,19:10:07.439.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
173,Receive,19:10:07.516.0,0x00000301,Standard,Data,0x08,68 3C 43 3C 00 00 00 00 ,
174,Receive,19:10:07.516.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
175,Receive,19:10:07.537.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
176,Receive,19:10:07.537.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
177,Receive,19:10:07.538.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 81 3C D2 FF ,
178,Receive,19:10:07.538.0,0x0000030a,Standard,Data,0x04,5E 3C 69 3B ,
179,Receive,19:10:07.539.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
180,Receive,19:10:07.539.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
181,Receive,19:10:07.610.0,0x00000301,Standard,Data,0x08,68 3C 43 3C 00 00 00 00 ,
182,Receive,19:10:07.610.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
183,Receive,19:10:07.619.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
184,Receive,19:10:07.619.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
185,Receive,19:10:07.629.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 81 3C D6 FF ,
186,Receive,19:10:07.629.0,0x0000030a,Standard,Data,0x04,5E 3C 5F 3B ,
187,Receive,19:10:07.638.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
188,Receive,19:10:07.638.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
189,Receive,19:10:07.716.0,0x00000301,Standard,Data,0x08,68 3C 41 3C 00 00 00 00 ,
190,Receive,19:10:07.716.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
191,Receive,19:10:07.739.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
192,Receive,19:10:07.739.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
193,Receive,19:10:07.739.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 81 3C D4 FF ,
194,Receive,19:10:07.739.0,0x0000030a,Standard,Data,0x04,5E 3C 5F 3B ,
195,Receive,19:10:07.739.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
196,Receive,19:10:07.739.0,0x00000401,Standard,Data,0x08,DB 78 00 00 00 00 00 00 ,
197,Receive,19:10:07.813.0,0x00000604,Standard,Data,0x08,00 00 00 00 00 00 00 00 ,
198,Receive,19:10:07.813.0,0x00000605,Standard,Data,0x08,00 00 00 00 01 00 00 00 ,
199,Receive,19:10:07.813.0,0x00000606,Standard,Data,0x08,00 00 00 00 00 00 00 00 ,
200,Receive,19:10:07.813.0,0x00000301,Standard,Data,0x08,6D 3C 41 3C 00 00 00 00 ,
201,Receive,19:10:07.813.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
202,Receive,19:10:07.813.0,0x00000402,Standard,Data,0x08,01 00 00 00 F8 25 00 00 ,
203,Receive,19:10:07.814.0,0x00000403,Standard,Data,0x08,64 00 00 00 E3 C3 07 00 ,
204,Receive,19:10:07.818.0,0x00000303,Standard,Data,0x04,B1 00 36 1E ,
205,Receive,19:10:07.818.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
206,Receive,19:10:07.819.0,0x00000405,Standard,Data,0x08,10 0C 10 0C 13 0C 16 0C ,
207,Receive,19:10:07.819.0,0x00000406,Standard,Data,0x08,07 0C 1B 0C 17 0C 14 0C ,
208,Receive,19:10:07.831.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 80 3C D6 FF ,
209,Receive,19:10:07.831.0,0x0000030a,Standard,Data,0x04,63 3C 5A 3B ,
210,Receive,19:10:07.831.0,0x00000407,Standard,Data,0x04,17 0C 1D 0C ,
211,Receive,19:10:07.831.0,0x00000408,Standard,Data,0x04,6C 09 00 00 ,
212,Receive,19:10:07.841.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
213,Receive,19:10:07.841.0,0x00000401,Standard,Data,0x08,DB 78 00 00 00 00 00 00 ,
214,Receive,19:10:07.841.0,0x00000409,Standard,Data,0x08,E5 E4 E5 D7 E5 E5 E5 E5 ,
215,Receive,19:10:07.841.0,0x00000506,Standard,Data,0x07,07 0C 1D 0C A5 E4 E5 ,
216,Receive,19:10:07.849.0,0x00000509,Standard,Data,0x03,3F 82 01 ,
217,Receive,19:10:07.849.0,0x0000050a,Standard,Data,0x03,E6 E6 E5 ,
218,Receive,19:10:07.860.0,0x0000050d,Standard,Data,0x08,00 00 00 00 00 00 00 00 ,
219,Receive,19:10:07.860.0,0x0000050d,Standard,Data,0x08,01 BB 03 00 00 00 00 00 ,
220,Receive,19:10:07.917.0,0x00000301,Standard,Data,0x08,6D 3C 3C 3C 00 00 00 00 ,
221,Receive,19:10:07.917.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
222,Receive,19:10:07.920.0,0x00000303,Standard,Data,0x04,B1 00 36 1E ,
223,Receive,19:10:07.920.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
224,Receive,19:10:07.938.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 80 3C D0 FF ,
225,Receive,19:10:07.938.0,0x0000030a,Standard,Data,0x04,63 3C 5A 3B ,
226,Receive,19:10:07.940.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
227,Receive,19:10:07.940.0,0x00000401,Standard,Data,0x08,DB 78 00 00 00 00 00 00 ,
228,Receive,19:10:08.011.0,0x00000301,Standard,Data,0x08,6D 3C 43 3C 00 00 00 00 ,
229,Receive,19:10:08.011.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
230,Receive,19:10:08.019.0,0x00000303,Standard,Data,0x04,B1 00 36 1E ,
231,Receive,19:10:08.019.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
232,Receive,19:10:08.028.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 80 3C D6 FF ,
233,Receive,19:10:08.028.0,0x0000030a,Standard,Data,0x04,63 3C 5A 3B ,
234,Receive,19:10:08.039.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
235,Receive,19:10:08.039.0,0x00000401,Standard,Data,0x08,DB 78 00 00 00 00 00 00 ,
236,Receive,19:10:08.116.0,0x00000301,Standard,Data,0x08,6D 3C 45 3C 00 00 00 00 ,
237,Receive,19:10:08.116.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
238,Receive,19:10:08.120.0,0x00000303,Standard,Data,0x04,B1 00 36 1E ,
239,Receive,19:10:08.120.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
240,Receive,19:10:08.138.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 7F 3C D2 FF ,
241,Receive,19:10:08.138.0,0x0000030a,Standard,Data,0x04,63 3C 5A 3B ,
242,Receive,19:10:08.139.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
243,Receive,19:10:08.139.0,0x00000401,Standard,Data,0x08,DB 78 00 00 00 00 00 00 ,
244,Receive,19:10:08.212.0,0x00000301,Standard,Data,0x08,68 3C 4A 3C 00 00 00 00 ,
245,Receive,19:10:08.212.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
246,Receive,19:10:08.218.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
247,Receive,19:10:08.218.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
248,Receive,19:10:08.230.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 80 3C D8 FF ,
249,Receive,19:10:08.230.0,0x0000030a,Standard,Data,0x04,5E 3C 5A 3B ,
250,Receive,19:10:08.239.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
251,Receive,19:10:08.239.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
252,Receive,19:10:08.313.0,0x00000301,Standard,Data,0x08,68 3C 3E 3C 00 00 00 00 ,
253,Receive,19:10:08.313.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
254,Receive,19:10:08.318.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
255,Receive,19:10:08.318.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
256,Receive,19:10:08.342.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 7F 3C D4 FF ,
257,Receive,19:10:08.342.0,0x0000030a,Standard,Data,0x04,5E 3C 5A 3B ,
258,Receive,19:10:08.342.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
259,Receive,19:10:08.342.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
260,Receive,19:10:08.411.0,0x00000301,Standard,Data,0x08,6D 3C 48 3C 00 00 00 00 ,
261,Receive,19:10:08.411.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
262,Receive,19:10:08.418.0,0x00000303,Standard,Data,0x04,B1 00 36 1E ,
263,Receive,19:10:08.418.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
264,Receive,19:10:08.428.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 81 3C D2 FF ,
265,Receive,19:10:08.428.0,0x0000030a,Standard,Data,0x04,5E 3C 5A 3B ,
266,Receive,19:10:08.439.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
267,Receive,19:10:08.439.0,0x00000401,Standard,Data,0x08,DB 78 00 00 00 00 00 00 ,
268,Receive,19:10:08.515.0,0x00000301,Standard,Data,0x08,6D 3C 42 3C 00 00 00 00 ,
