Index,Direction,Time Stamp,Frame ID,Format,Type,Data Length,Data(HEX)
960,Receive,10:43:08.772.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
961,Receive,10:43:08.790.0,0x00000309,Data,Standard,0x08,62 a4 00 45 76 3c d9 ff 
962,Receive,10:43:08.790.0,0x0000030a,Data,Standard,0x04,86 19 91 19 
963,Receive,10:43:08.792.0,0x0000030b,Data,Standard,0x01,00 
964,Receive,10:43:08.792.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
965,Receive,10:43:08.802.0,0x00000401,Data,Standard,0x08,58 89 00 00 00 00 00 00 
966,Receive,10:43:08.862.0,0x00000301,Data,Standard,0x08,ac 44 66 00 00 00 00 00 
967,Receive,10:43:08.862.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
968,Receive,10:43:08.871.0,0x00000303,Data,Standard,0x04,8e 14 1b 0f 
969,Receive,10:43:08.871.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
970,Receive,10:43:08.883.0,0x00000309,Data,Standard,0x08,62 a3 00 45 7b 3c d9 ff 
971,Receive,10:43:08.883.0,0x0000030a,Data,Standard,0x04,d8 08 d8 08 
972,Receive,10:43:08.892.0,0x0000030b,Data,Standard,0x01,00 
973,Receive,10:43:08.892.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
974,Receive,10:43:08.902.0,0x00000401,Data,Standard,0x08,58 89 00 00 00 00 00 00 
975,Receive,10:43:08.964.0,0x00000301,Data,Standard,0x08,ac 44 65 00 00 00 00 00 
976,Receive,10:43:08.964.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
977,Receive,10:43:08.971.0,0x00000303,Data,Standard,0x04,8e 14 1b 0f 
978,Receive,10:43:08.971.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
979,Receive,10:43:08.990.0,0x00000309,Data,Standard,0x08,62 a3 00 45 76 3c d5 ff 
980,Receive,10:43:08.990.0,0x0000030a,Data,Standard,0x04,d8 08 d8 08 
981,Receive,10:43:08.992.0,0x0000030b,Data,Standard,0x01,00 
982,Receive,10:43:08.992.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
983,Receive,10:43:09.002.0,0x00000401,Data,Standard,0x08,58 89 00 00 00 00 00 00 
984,Receive,10:43:09.063.0,0x00000301,Data,Standard,0x08,ac 44 67 00 00 00 00 00 
985,Receive,10:43:09.063.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
986,Receive,10:43:09.073.0,0x00000303,Data,Standard,0x04,8e 14 1b 0f 
987,Receive,10:43:09.073.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
988,Receive,10:43:09.082.0,0x00000309,Data,Standard,0x08,62 a2 00 45 7a 3c d9 ff 
989,Receive,10:43:09.082.0,0x0000030a,Data,Standard,0x04,d8 08 d8 08 
990,Receive,10:43:09.092.0,0x0000030b,Data,Standard,0x01,00 
991,Receive,10:43:09.092.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
992,Receive,10:43:09.103.0,0x00000401,Data,Standard,0x08,58 89 00 00 00 00 00 00 
993,Receive,10:43:09.163.0,0x00000301,Data,Standard,0x08,ac 44 68 00 00 00 00 00 
994,Receive,10:43:09.163.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
995,Receive,10:43:09.172.0,0x00000303,Data,Standard,0x04,8e 14 1b 0f 
996,Receive,10:43:09.172.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
997,Receive,10:43:09.190.0,0x00000309,Data,Standard,0x08,62 a2 00 45 77 3c d7 ff 
998,Receive,10:43:09.190.0,0x0000030a,Data,Standard,0x04,d8 08 d8 08 
999,Receive,10:43:09.193.0,0x0000030b,Data,Standard,0x01,00 
1000,Receive,10:43:09.193.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1001,Receive,10:43:09.202.0,0x00000401,Data,Standard,0x08,58 89 00 00 00 00 00 00 
1002,Receive,10:43:09.262.0,0x00000301,Data,Standard,0x08,ac 44 67 00 00 00 00 00 
1003,Receive,10:43:09.262.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1004,Receive,10:43:09.273.0,0x00000303,Data,Standard,0x04,8e 14 1b 0f 
1005,Receive,10:43:09.273.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1006,Receive,10:43:09.283.0,0x00000309,Data,Standard,0x08,62 a2 00 45 7a 3c d5 ff 
1007,Receive,10:43:09.283.0,0x0000030a,Data,Standard,0x04,d8 08 d8 08 
1008,Receive,10:43:09.291.0,0x0000030b,Data,Standard,0x01,00 
1009,Receive,10:43:09.291.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1010,Receive,10:43:09.303.0,0x00000401,Data,Standard,0x08,58 89 00 00 00 00 00 00 
1011,Receive,10:43:09.363.0,0x00000301,Data,Standard,0x08,ac 44 6a 00 00 00 00 00 
1012,Receive,10:43:09.363.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1013,Receive,10:43:09.372.0,0x00000303,Data,Standard,0x04,8e 14 1b 0f 
1014,Receive,10:43:09.372.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1015,Receive,10:43:09.390.0,0x00000309,Data,Standard,0x08,62 a2 00 45 77 3c d5 ff 
1016,Receive,10:43:09.390.0,0x0000030a,Data,Standard,0x04,d8 08 d8 08 
1017,Receive,10:43:09.393.0,0x0000030b,Data,Standard,0x01,00 
1018,Receive,10:43:09.393.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1019,Receive,10:43:09.402.0,0x00000401,Data,Standard,0x08,58 89 00 00 00 00 00 00 
1020,Receive,10:43:09.462.0,0x00000301,Data,Standard,0x08,ac 44 68 00 00 00 00 00 
1021,Receive,10:43:09.462.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1022,Receive,10:43:09.472.0,0x00000303,Data,Standard,0x04,8e 14 1b 0f 
1023,Receive,10:43:09.472.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1024,Receive,10:43:09.482.0,0x00000309,Data,Standard,0x08,62 a2 00 45 7a 3c d1 ff 
1025,Receive,10:43:09.482.0,0x0000030a,Data,Standard,0x04,d8 08 d8 08 
1026,Receive,10:43:09.492.0,0x0000030b,Data,Standard,0x01,00 
1027,Receive,10:43:09.492.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1028,Receive,10:43:09.502.0,0x00000401,Data,Standard,0x08,58 89 00 00 00 00 00 00 
1029,Receive,10:43:09.563.0,0x00000301,Data,Standard,0x08,ac 44 67 00 00 00 00 00 
1030,Receive,10:43:09.563.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1031,Receive,10:43:09.572.0,0x00000303,Data,Standard,0x04,8e 14 1b 0f 
1032,Receive,10:43:09.572.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1033,Receive,10:43:09.590.0,0x00000309,Data,Standard,0x08,62 a2 00 45 77 3c d3 ff 
1034,Receive,10:43:09.590.0,0x0000030a,Data,Standard,0x04,d8 08 d8 08 
1035,Receive,10:43:09.592.0,0x0000030b,Data,Standard,0x01,00 
1036,Receive,10:43:09.592.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1037,Receive,10:43:09.603.0,0x00000401,Data,Standard,0x08,58 89 00 00 00 00 00 00 
1038,Receive,10:43:09.664.0,0x00000604,Data,Standard,0x08,00 00 00 00 00 00 00 00 
1039,Receive,10:43:09.664.0,0x00000605,Data,Standard,0x08,00 00 00 00 00 00 00 00 
1040,Receive,10:43:09.664.0,0x00000606,Data,Standard,0x08,00 00 00 00 00 00 00 00 
1041,Receive,10:43:09.664.0,0x00000301,Data,Standard,0x08,ac 44 66 00 00 00 00 00 
1042,Receive,10:43:09.664.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1043,Receive,10:43:09.664.0,0x00000402,Data,Standard,0x08,1b 00 00 00 0d e2 01 00 
1044,Receive,10:43:09.664.0,0x00000403,Data,Standard,0x08,64 00 00 00 b3 e0 06 00 
1045,Receive,10:43:09.673.0,0x00000303,Data,Standard,0x04,8e 14 1b 0f 
1046,Receive,10:43:09.673.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1047,Receive,10:43:09.673.0,0x00000404,Data,Standard,0x01,36 
1048,Receive,10:43:09.673.0,0x00000405,Data,Standard,0x08,bb 0d bb 0d bb 0d b9 0d 
1049,Receive,10:43:09.684.0,0x00000309,Data,Standard,0x08,62 a2 00 45 7a 3c d7 ff 
1050,Receive,10:43:09.684.0,0x0000030a,Data,Standard,0x04,d8 08 d8 08 
1051,Receive,10:43:09.684.0,0x00000406,Data,Standard,0x08,bb 0d bb 0d bb 0d bb 0d 
1052,Receive,10:43:09.684.0,0x00000407,Data,Standard,0x04,bb 0d bc 0d 
1053,Receive,10:43:09.694.0,0x0000030b,Data,Standard,0x01,00 
1054,Receive,10:43:09.694.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1055,Receive,10:43:09.694.0,0x00000408,Data,Standard,0x04,88 1c 00 00 
1056,Receive,10:43:09.694.0,0x00000409,Data,Standard,0x08,e7 e6 e6 d7 e6 e6 e7 e7 
1057,Receive,10:43:09.704.0,0x00000401,Data,Standard,0x08,58 89 00 00 00 00 00 00 
1058,Receive,10:43:09.704.0,0x00000506,Data,Standard,0x07,b9 0d bc 0d a4 e6 e7 
1059,Receive,10:43:09.704.0,0x00000509,Data,Standard,0x03,40 6b 01 
1060,Receive,10:43:09.712.0,0x0000050a,Data,Standard,0x03,e9 e8 e7 
1061,Receive,10:43:09.712.0,0x0000050d,Data,Standard,0x08,00 00 00 00 00 00 00 00 
1062,Receive,10:43:09.723.0,0x0000050d,Data,Standard,0x08,01 79 35 00 00 00 00 00 
1063,Receive,10:43:09.723.0,0x00000703,Data,Standard,0x02,00 00 
1064,Receive,10:43:09.765.0,0x00000301,Data,Standard,0x08,ac 44 67 00 00 00 00 00 
1065,Receive,10:43:09.765.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1066,Receive,10:43:09.772.0,0x00000303,Data,Standard,0x04,8e 14 1b 0f 
1067,Receive,10:43:09.772.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1068,Receive,10:43:09.791.0,0x00000309,Data,Standard,0x08,62 a2 00 45 77 3c d3 ff 
1069,Receive,10:43:09.791.0,0x0000030a,Data,Standard,0x04,d8 08 d8 08 
1070,Receive,10:43:09.791.0,0x0000030b,Data,Standard,0x01,00 
1071,Receive,10:43:09.792.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1072,Receive,10:43:09.802.0,0x00000401,Data,Standard,0x08,58 89 00 00 00 00 00 00 
1073,Receive,10:43:09.862.0,0x00000301,Data,Standard,0x08,ac 44 67 00 00 00 00 00 
1074,Receive,10:43:09.862.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1075,Receive,10:43:09.872.0,0x00000303,Data,Standard,0x04,8c 14 1b 0f 
1076,Receive,10:43:09.872.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1077,Receive,10:43:09.883.0,0x00000309,Data,Standard,0x08,62 a2 00 45 7a 3c d7 ff 
1078,Receive,10:43:09.883.0,0x0000030a,Data,Standard,0x04,d8 08 d8 08 
1079,Receive,10:43:09.891.0,0x0000030b,Data,Standard,0x01,00 
1080,Receive,10:43:09.891.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1081,Receive,10:43:09.902.0,0x00000401,Data,Standard,0x08,58 89 00 00 00 00 00 00 
1082,Receive,10:43:09.964.0,0x00000301,Data,Standard,0x08,ac 44 69 00 00 00 00 00 
1083,Receive,10:43:09.964.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1084,Receive,10:43:09.972.0,0x00000303,Data,Standard,0x04,8c 14 1b 0f 
1085,Receive,10:43:09.972.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1086,Receive,10:43:09.992.0,0x00000309,Data,Standard,0x08,62 a2 00 45 77 3c db ff 
1087,Receive,10:43:09.992.0,0x0000030a,Data,Standard,0x04,d8 08 d8 08 
1088,Receive,10:43:09.992.0,0x0000030b,Data,Standard,0x01,00 
1089,Receive,10:43:09.992.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1090,Receive,10:43:10.003.0,0x00000401,Data,Standard,0x08,58 89 00 00 00 00 00 00 
1091,Receive,10:43:10.063.0,0x00000301,Data,Standard,0x08,ac 44 67 00 00 00 00 00 
1092,Receive,10:43:10.063.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1093,Receive,10:43:10.073.0,0x00000303,Data,Standard,0x04,8c 14 1b 0f 
1094,Receive,10:43:10.073.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1095,Receive,10:43:10.083.0,0x00000309,Data,Standard,0x08,62 a2 00 45 7a 3c db ff 
1096,Receive,10:43:10.083.0,0x0000030a,Data,Standard,0x04,d8 08 d8 08 
1097,Receive,10:43:10.092.0,0x0000030b,Data,Standard,0x01,00 
1098,Receive,10:43:10.092.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1099,Receive,10:43:10.103.0,0x00000401,Data,Standard,0x08,58 89 00 00 00 00 00 00 
1100,Receive,10:43:10.163.0,0x00000301,Data,Standard,0x08,ac 44 66 00 00 00 00 00 
1101,Receive,10:43:10.163.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1102,Receive,10:43:10.173.0,0x00000303,Data,Standard,0x04,8c 14 1b 0f 
1103,Receive,10:43:10.173.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1104,Receive,10:43:10.192.0,0x00000309,Data,Standard,0x08,62 a2 00 45 77 3c d3 ff 
1105,Receive,10:43:10.192.0,0x0000030a,Data,Standard,0x04,d8 08 d8 08 
1106,Receive,10:43:10.192.0,0x0000030b,Data,Standard,0x01,00 
1107,Receive,10:43:10.192.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1108,Receive,10:43:10.201.0,0x00000401,Data,Standard,0x08,58 89 00 00 00 00 00 00 
1109,Receive,10:43:10.262.0,0x00000301,Data,Standard,0x08,ac 44 66 00 00 00 00 00 
1110,Receive,10:43:10.262.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1111,Receive,10:43:10.273.0,0x00000303,Data,Standard,0x04,8c 14 1b 0f 
1112,Receive,10:43:10.273.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1113,Receive,10:43:10.283.0,0x00000309,Data,Standard,0x08,62 a2 00 45 7a 3c d5 ff 
1114,Receive,10:43:10.283.0,0x0000030a,Data,Standard,0x04,d8 08 d8 08 
1115,Receive,10:43:10.291.0,0x0000030b,Data,Standard,0x01,00 
1116,Receive,10:43:10.293.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1117,Receive,10:43:10.301.0,0x00000401,Data,Standard,0x08,58 89 00 00 00 00 00 00 
1118,Receive,10:43:10.364.0,0x00000301,Data,Standard,0x08,ac 44 6a 00 00 00 00 00 
1119,Receive,10:43:10.364.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1120,Receive,10:43:10.373.0,0x00000303,Data,Standard,0x04,8c 14 1b 0f 
1121,Receive,10:43:10.373.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1122,Receive,10:43:10.392.0,0x00000309,Data,Standard,0x08,62 a2 00 45 77 3c d7 ff 
1123,Receive,10:43:10.392.0,0x0000030a,Data,Standard,0x04,d8 08 d8 08 
1124,Receive,10:43:10.392.0,0x0000030b,Data,Standard,0x01,00 
1125,Receive,10:43:10.392.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1126,Receive,10:43:10.402.0,0x00000401,Data,Standard,0x08,58 89 00 00 00 00 00 00 
1127,Receive,10:43:10.462.0,0x00000301,Data,Standard,0x08,ac 44 68 00 00 00 00 00 
1128,Receive,10:43:10.462.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1129,Receive,10:43:10.472.0,0x00000303,Data,Standard,0x04,8c 14 1b 0f 
1130,Receive,10:43:10.472.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1131,Receive,10:43:10.482.0,0x00000309,Data,Standard,0x08,62 a2 00 45 7a 3c d3 ff 
1132,Receive,10:43:10.482.0,0x0000030a,Data,Standard,0x04,d8 08 d8 08 
1133,Receive,10:43:10.492.0,0x0000030b,Data,Standard,0x01,00 
1134,Receive,10:43:10.492.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1135,Receive,10:43:10.502.0,0x00000401,Data,Standard,0x08,58 89 00 00 00 00 00 00 
1136,Receive,10:43:10.563.0,0x00000301,Data,Standard,0x08,ac 44 68 00 00 00 00 00 
1137,Receive,10:43:10.563.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1138,Receive,10:43:10.573.0,0x00000303,Data,Standard,0x04,8c 14 1b 0f 
1139,Receive,10:43:10.573.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1140,Receive,10:43:10.590.0,0x00000309,Data,Standard,0x08,62 a2 00 45 77 3c d3 ff 
1141,Receive,10:43:10.590.0,0x0000030a,Data,Standard,0x04,d8 08 d8 08 
1142,Receive,10:43:10.593.0,0x0000030b,Data,Standard,0x01,00 
1143,Receive,10:43:10.593.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1144,Receive,10:43:10.603.0,0x00000401,Data,Standard,0x08,58 89 00 00 00 00 00 00 
1145,Receive,10:43:10.663.0,0x00000604,Data,Standard,0x08,00 00 00 00 00 00 00 00 
1146,Receive,10:43:10.663.0,0x00000605,Data,Standard,0x08,00 00 00 00 00 00 00 00 
1147,Receive,10:43:10.663.0,0x00000606,Data,Standard,0x08,00 00 00 00 00 00 00 00 
1148,Receive,10:43:10.663.0,0x00000301,Data,Standard,0x08,ac 44 68 00 00 00 00 00 
1149,Receive,10:43:10.663.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1150,Receive,10:43:10.663.0,0x00000402,Data,Standard,0x08,1b 00 00 00 0d e2 01 00 
1151,Receive,10:43:10.666.0,0x00000403,Data,Standard,0x08,64 00 00 00 b3 e0 06 00 
1152,Receive,10:43:10.674.0,0x00000303,Data,Standard,0x04,8c 14 1b 0f 
1153,Receive,10:43:10.674.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1154,Receive,10:43:10.674.0,0x00000404,Data,Standard,0x01,36 
1155,Receive,10:43:10.674.0,0x00000405,Data,Standard,0x08,bb 0d bb 0d bb 0d b9 0d 
1156,Receive,10:43:10.683.0,0x00000309,Data,Standard,0x08,62 a2 00 45 7a 3c d5 ff 
1157,Receive,10:43:10.683.0,0x0000030a,Data,Standard,0x04,d8 08 d8 08 
1158,Receive,10:43:10.683.0,0x00000406,Data,Standard,0x08,bb 0d bb 0d bb 0d bb 0d 
1159,Receive,10:43:10.683.0,0x00000407,Data,Standard,0x04,bb 0d bc 0d 
1160,Receive,10:43:10.693.0,0x0000030b,Data,Standard,0x01,00 
1161,Receive,10:43:10.693.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1162,Receive,10:43:10.693.0,0x00000408,Data,Standard,0x04,89 1c 00 00 
1163,Receive,10:43:10.693.0,0x00000409,Data,Standard,0x08,e7 e6 e6 d7 e6 e6 e7 e7 
1164,Receive,10:43:10.704.0,0x00000401,Data,Standard,0x08,58 89 00 00 00 00 00 00 
1165,Receive,10:43:10.704.0,0x00000506,Data,Standard,0x07,b9 0d bc 0d a4 e6 e7 
1166,Receive,10:43:10.704.0,0x00000509,Data,Standard,0x03,40 6b 01 
1167,Receive,10:43:10.711.0,0x0000050a,Data,Standard,0x03,e9 e8 e7 
1168,Receive,10:43:10.711.0,0x0000050d,Data,Standard,0x08,00 00 00 00 00 00 00 00 
1169,Receive,10:43:10.722.0,0x0000050d,Data,Standard,0x08,01 79 35 00 00 00 00 00 
1170,Receive,10:43:10.722.0,0x00000703,Data,Standard,0x02,00 00 
1171,Receive,10:43:10.765.0,0x00000301,Data,Standard,0x08,ac 44 68 00 00 00 00 00 
1172,Receive,10:43:10.765.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1173,Receive,10:43:10.773.0,0x00000303,Data,Standard,0x04,8c 14 1b 0f 
1174,Receive,10:43:10.773.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1175,Receive,10:43:10.790.0,0x00000309,Data,Standard,0x08,62 a2 00 45 77 3c d3 ff 
1176,Receive,10:43:10.790.0,0x0000030a,Data,Standard,0x04,d8 08 d8 08 
1177,Receive,10:43:10.792.0,0x0000030b,Data,Standard,0x01,00 
1178,Receive,10:43:10.792.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1179,Receive,10:43:10.802.0,0x00000401,Data,Standard,0x08,58 89 00 00 00 00 00 00 
1180,Receive,10:43:10.863.0,0x00000301,Data,Standard,0x08,ac 44 68 00 00 00 00 00 
1181,Receive,10:43:10.863.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1182,Receive,10:43:10.872.0,0x00000303,Data,Standard,0x04,8c 14 1b 0f 
1183,Receive,10:43:10.872.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1184,Receive,10:43:10.882.0,0x00000309,Data,Standard,0x08,62 a2 00 45 79 3c d9 ff 
1185,Receive,10:43:10.882.0,0x0000030a,Data,Standard,0x04,d8 08 d8 08 
1186,Receive,10:43:10.892.0,0x0000030b,Data,Standard,0x01,00 
1187,Receive,10:43:10.892.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1188,Receive,10:43:10.902.0,0x00000401,Data,Standard,0x08,58 89 00 00 00 00 00 00 
1189,Receive,10:43:10.964.0,0x00000301,Data,Standard,0x08,ac 44 67 00 00 00 00 00 
1190,Receive,10:43:10.964.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1191,Receive,10:43:10.973.0,0x00000303,Data,Standard,0x04,8c 14 1b 0f 
1192,Receive,10:43:10.973.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1193,Receive,10:43:10.990.0,0x00000309,Data,Standard,0x08,62 a2 00 45 78 3c d3 ff 
1194,Receive,10:43:10.990.0,0x0000030a,Data,Standard,0x04,d8 08 d8 08 
1195,Receive,10:43:10.992.0,0x0000030b,Data,Standard,0x01,00 
1196,Receive,10:43:10.992.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1197,Receive,10:43:11.002.0,0x00000401,Data,Standard,0x08,58 89 00 00 00 00 00 00 
1198,Receive,10:43:11.062.0,0x00000301,Data,Standard,0x08,ac 44 6a 00 00 00 00 00 
1199,Receive,10:43:11.062.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1200,Receive,10:43:11.073.0,0x00000303,Data,Standard,0x04,8c 14 1b 0f 
1201,Receive,10:43:11.073.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1202,Receive,10:43:11.083.0,0x00000309,Data,Standard,0x08,62 a2 00 45 79 3c d9 ff 
1203,Receive,10:43:11.083.0,0x0000030a,Data,Standard,0x04,d8 08 d8 08 
1204,Receive,10:43:11.093.0,0x0000030b,Data,Standard,0x01,00 
1205,Receive,10:43:11.093.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1206,Receive,10:43:11.103.0,0x00000401,Data,Standard,0x08,58 89 00 00 00 00 00 00 
1207,Receive,10:43:11.164.0,0x00000301,Data,Standard,0x08,ac 44 66 00 00 00 00 00 
1208,Receive,10:43:11.164.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1209,Receive,10:43:11.172.0,0x00000303,Data,Standard,0x04,8c 14 1b 0f 
1210,Receive,10:43:11.172.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1211,Receive,10:43:11.190.0,0x00000309,Data,Standard,0x08,62 a2 00 45 78 3c d5 ff 
1212,Receive,10:43:11.190.0,0x0000030a,Data,Standard,0x04,d8 08 d8 08 
1213,Receive,10:43:11.192.0,0x0000030b,Data,Standard,0x01,00 
1214,Receive,10:43:11.192.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1215,Receive,10:43:11.203.0,0x00000401,Data,Standard,0x08,58 89 00 00 00 00 00 00 
1216,Receive,10:43:11.263.0,0x00000301,Data,Standard,0x08,ac 44 68 00 00 00 00 00 
1217,Receive,10:43:11.263.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1218,Receive,10:43:11.272.0,0x00000303,Data,Standard,0x04,8c 14 1b 0f 
1219,Receive,10:43:11.272.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1220,Receive,10:43:11.283.0,0x00000309,Data,Standard,0x08,62 a2 00 45 79 3c dd ff 
1221,Receive,10:43:11.283.0,0x0000030a,Data,Standard,0x04,d8 08 d8 08 
1222,Receive,10:43:11.293.0,0x0000030b,Data,Standard,0x01,00 
1223,Receive,10:43:11.293.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1224,Receive,10:43:11.303.0,0x00000401,Data,Standard,0x08,58 89 00 00 00 00 00 00 
1225,Receive,10:43:11.364.0,0x00000301,Data,Standard,0x08,ac 44 64 00 00 00 00 00 
1226,Receive,10:43:11.364.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1227,Receive,10:43:11.373.0,0x00000303,Data,Standard,0x04,8c 14 1b 0f 
1228,Receive,10:43:11.373.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1229,Receive,10:43:11.390.0,0x00000309,Data,Standard,0x08,62 a2 00 45 78 3c d5 ff 
1230,Receive,10:43:11.390.0,0x0000030a,Data,Standard,0x04,d8 08 d8 08 
1231,Receive,10:43:11.393.0,0x0000030b,Data,Standard,0x01,00 
1232,Receive,10:43:11.393.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1233,Receive,10:43:11.402.0,0x00000401,Data,Standard,0x08,58 89 00 00 00 00 00 00 
1234,Receive,10:43:11.463.0,0x00000301,Data,Standard,0x08,ac 44 69 00 00 00 00 00 
1235,Receive,10:43:11.463.0,0x00000302,Data,Standard,0x08,d8 05 4c 04 a9 50 9d 39 
1236,Receive,10:43:11.471.0,0x00000303,Data,Standard,0x04,8c 14 1b 0f 
1237,Receive,10:43:11.471.0,0x00000304,Data,Standard,0x07,01 8c 00 20 00 c0 00 
1238,Receive,10:43:11.483.0,0x00000309,Data,Standard,0x08,62 a2 00 45 79 3c d7 ff 
1239,Receive,10:43:11.483.0,0x0000030a,Data,Standard,0x04,d8 08 d8 08 
1240,Receive,10:43:11.493.0,0x0000030b,Data,Standard,0x01,00 
1241,Receive,10:43:11.493.0,0x00000400,Data,Standard,0x08,03 00 00 00 00 00 00 00 
1242,Receive,10:43:11.503.0,0x00000401,Data,Standard,0x08,58 89 00 00 00 00 00 00 
