序号,传输方向,时间标识,帧ID,帧格式,帧类型,数据长度,数据(HEX)
6109,接收,15:18:25.268.0,0x00000407,数据帧,标准帧,0x04,11 0e 11 0e 
6110,接收,15:18:25.268.0,0x00000408,数据帧,标准帧,0x04,77 00 00 00 
6111,接收,15:18:25.279.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
6112,接收,15:18:25.279.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
6113,接收,15:18:25.279.0,0x00000409,数据帧,标准帧,0x08,e4 e4 e5 d7 e5 e8 e4 e5 
6114,接收,15:18:25.279.0,0x00000506,数据帧,标准帧,0x07,11 0e 11 0e 91 e4 e5 
6115,接收,15:18:25.288.0,0x00000509,数据帧,标准帧,0x03,40 76 01 
6116,接收,15:18:25.288.0,0x0000050a,数据帧,标准帧,0x03,e7 e8 e4 
6117,接收,15:18:25.297.0,0x0000050d,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
6118,接收,15:18:25.297.0,0x0000050d,数据帧,标准帧,0x08,01 5a 4c 00 00 00 00 00 
6119,接收,15:18:25.349.0,0x00000301,数据帧,标准帧,0x08,5a 46 5f 00 00 00 00 00 
6120,接收,15:18:25.349.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
6121,接收,15:18:25.377.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
6122,接收,15:18:25.377.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
6123,接收,15:18:25.377.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c c8 ff 
6124,接收,15:18:25.377.0,0x0000030a,数据帧,标准帧,0x04,23 00 1d 00 
6125,接收,15:18:25.377.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
6126,接收,15:18:25.377.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
6127,接收,15:18:25.447.0,0x00000301,数据帧,标准帧,0x08,5a 46 5e 00 00 00 00 00 
6128,接收,15:18:25.447.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
6129,接收,15:18:25.456.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
6130,接收,15:18:25.456.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
6131,接收,15:18:25.468.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c c6 ff 
6132,接收,15:18:25.468.0,0x0000030a,数据帧,标准帧,0x04,27 00 1d 00 
6133,接收,15:18:25.477.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
6134,接收,15:18:25.477.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
6135,接收,15:18:25.548.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
6136,接收,15:18:25.548.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
6137,接收,15:18:25.577.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
6138,接收,15:18:25.577.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
6139,接收,15:18:25.577.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c c6 ff 
6140,接收,15:18:25.577.0,0x0000030a,数据帧,标准帧,0x04,27 00 1d 00 
6141,接收,15:18:25.577.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
6142,接收,15:18:25.577.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
6143,接收,15:18:25.646.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
6144,接收,15:18:25.646.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
6145,接收,15:18:25.657.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
6146,接收,15:18:25.657.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
6147,接收,15:18:25.666.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c ce ff 
6148,接收,15:18:25.666.0,0x0000030a,数据帧,标准帧,0x04,23 00 23 00 
6149,接收,15:18:25.677.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
6150,接收,15:18:25.677.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
6151,接收,15:18:25.750.0,0x00000301,数据帧,标准帧,0x08,5a 46 60 00 00 00 00 00 
6152,接收,15:18:25.750.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
6153,接收,15:18:25.777.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
6154,接收,15:18:25.777.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
6155,接收,15:18:25.777.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c ca ff 
6156,接收,15:18:25.777.0,0x0000030a,数据帧,标准帧,0x04,23 00 23 00 
6157,接收,15:18:25.777.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
6158,接收,15:18:25.777.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
6159,接收,15:18:25.846.0,0x00000301,数据帧,标准帧,0x08,5a 46 5e 00 ff ff 00 00 
6160,接收,15:18:25.846.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
6161,接收,15:18:25.857.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
6162,接收,15:18:25.857.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
6163,接收,15:18:25.866.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c ce ff 
6164,接收,15:18:25.866.0,0x0000030a,数据帧,标准帧,0x04,2c 00 1d 00 
6165,接收,15:18:25.877.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
6166,接收,15:18:25.877.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 f6 ff ff ff 
6167,接收,15:18:25.947.0,0x00000301,数据帧,标准帧,0x08,5a 46 5f 00 ff ff 00 00 
6168,接收,15:18:25.947.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
6169,接收,15:18:25.977.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
6170,接收,15:18:25.977.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
6171,接收,15:18:25.977.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c ca ff 
6172,接收,15:18:25.977.0,0x0000030a,数据帧,标准帧,0x04,2c 00 1d 00 
6173,接收,15:18:25.977.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
6174,接收,15:18:25.977.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 f6 ff ff ff 
6175,接收,15:18:26.046.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 ff ff 00 00 
6176,接收,15:18:26.046.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
6177,接收,15:18:26.057.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
6178,接收,15:18:26.057.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
6179,接收,15:18:26.066.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c ca ff 
6180,接收,15:18:26.066.0,0x0000030a,数据帧,标准帧,0x04,27 00 1d 00 
6181,接收,15:18:26.077.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
6182,接收,15:18:26.077.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 f6 ff ff ff 
6183,接收,15:18:26.147.0,0x00000301,数据帧,标准帧,0x08,5a 46 5f 00 ff ff 00 00 
6184,接收,15:18:26.147.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
6185,接收,15:18:26.178.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
6186,接收,15:18:26.178.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
6187,接收,15:18:26.178.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c c8 ff 
6188,接收,15:18:26.178.0,0x0000030a,数据帧,标准帧,0x04,27 00 1d 00 
6189,接收,15:18:26.178.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
6190,接收,15:18:26.178.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 f6 ff ff ff 
6191,接收,15:18:26.249.0,0x00000604,数据帧,标准帧,0x08,00 00 00 00 00 00 04 00 
6192,接收,15:18:26.249.0,0x00000605,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
6193,接收,15:18:26.249.0,0x00000606,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
6194,接收,15:18:26.249.0,0x00000301,数据帧,标准帧,0x08,5a 46 5e 00 00 00 00 00 
6195,接收,15:18:26.249.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
6196,接收,15:18:26.249.0,0x00000402,数据帧,标准帧,0x08,27 00 00 00 4b b0 02 00 
6197,接收,15:18:26.249.0,0x00000403,数据帧,标准帧,0x08,64 00 00 00 b3 e0 06 00 
6198,接收,15:18:26.249.0,0x00000508,数据帧,标准帧,0x08,6f 30 6f 30 ef 12 00 00 
6199,接收,15:18:26.249.0,0x0000050b,数据帧,标准帧,0x08,6f 30 6f 30 11 4e 4e 11 
6200,接收,15:18:26.258.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
6201,接收,15:18:26.258.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
6202,接收,15:18:26.258.0,0x00000405,数据帧,标准帧,0x08,11 0e 11 0e 11 0e 11 0e 
6203,接收,15:18:26.258.0,0x00000406,数据帧,标准帧,0x08,11 0e 11 0e 11 0e 11 0e 
6204,接收,15:18:26.258.0,0x0000050d,数据帧,标准帧,0x08,02 02 00 00 00 00 00 00 
6205,接收,15:18:26.258.0,0x0000050d,数据帧,标准帧,0x08,03 70 00 00 00 00 00 00 
6206,接收,15:18:26.269.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c cc ff 
6207,接收,15:18:26.269.0,0x0000030a,数据帧,标准帧,0x04,2c 00 1d 00 
6208,接收,15:18:26.269.0,0x00000407,数据帧,标准帧,0x04,11 0e 11 0e 
6209,接收,15:18:26.269.0,0x00000408,数据帧,标准帧,0x04,78 00 00 00 
6210,接收,15:18:26.269.0,0x0000050d,数据帧,标准帧,0x08,04 2d 00 00 00 00 00 00 
6211,接收,15:18:26.269.0,0x0000050d,数据帧,标准帧,0x08,05 02 8a 38 00 00 00 00 
6212,接收,15:18:26.279.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
6213,接收,15:18:26.279.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
6214,接收,15:18:26.279.0,0x00000409,数据帧,标准帧,0x08,e4 e4 e5 d7 e5 e8 e4 e5 
6215,接收,15:18:26.279.0,0x00000506,数据帧,标准帧,0x07,11 0e 11 0e 91 e4 e5 
6216,接收,15:18:26.279.0,0x0000050d,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
6217,接收,15:18:26.279.0,0x0000050e,数据帧,标准帧,0x08,14 00 00 00 1e 00 00 00 
6218,接收,15:18:26.288.0,0x00000509,数据帧,标准帧,0x03,40 76 01 
6219,接收,15:18:26.288.0,0x0000050a,数据帧,标准帧,0x03,e7 e8 e4 
6220,接收,15:18:26.288.0,0x0000050f,数据帧,标准帧,0x08,00 00 00 00 07 00 00 00 
6221,接收,15:18:26.288.0,0x0000050f,数据帧,标准帧,0x08,0a 5f 5f 55 4e 50 52 4f 
6222,接收,15:18:26.298.0,0x0000050d,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
6223,接收,15:18:26.298.0,0x0000050d,数据帧,标准帧,0x08,01 5a 4c 00 00 00 00 00 
6224,接收,15:18:26.298.0,0x0000050f,数据帧,标准帧,0x08,0b 56 49 53 49 4f 4e 45 
6225,接收,15:18:26.298.0,0x0000050f,数据帧,标准帧,0x08,0c 44 5f 5f 00 00 00 00 
6226,接收,15:18:26.307.0,0x0000050f,数据帧,标准帧,0x08,0f 00 00 00 00 00 00 00 
6227,接收,15:18:26.307.0,0x0000050f,数据帧,标准帧,0x08,10 00 00 00 00 00 00 00 
6228,接收,15:18:26.317.0,0x0000050f,数据帧,标准帧,0x08,11 00 00 00 00 00 00 00 
6229,接收,15:18:26.317.0,0x0000050f,数据帧,标准帧,0x08,18 67 38 62 63 65 66 00 
6230,接收,15:18:26.326.0,0x0000050f,数据帧,标准帧,0x08,19 e8 07 18 00 64 00 00 
6231,接收,15:18:26.326.0,0x0000050f,数据帧,标准帧,0x08,1a 00 00 00 00 00 00 00 
6232,接收,15:18:26.337.0,0x0000050f,数据帧,标准帧,0x08,1b 00 00 00 00 00 00 00 
6233,接收,15:18:26.337.0,0x0000050f,数据帧,标准帧,0x08,1c 00 00 00 00 00 00 00 
6234,接收,15:18:26.350.0,0x00000301,数据帧,标准帧,0x08,5a 46 60 00 00 00 00 00 
6235,接收,15:18:26.350.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
6236,接收,15:18:26.350.0,0x0000050f,数据帧,标准帧,0x08,1d 00 00 00 00 00 00 00 
6237,接收,15:18:26.350.0,0x00000703,数据帧,标准帧,0x02,00 00 
6238,接收,15:18:26.378.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
6239,接收,15:18:26.378.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
6240,接收,15:18:26.378.0,0x00000704,数据帧,标准帧,0x08,00 00 00 00 00 00 00 01 
6241,接收,15:18:26.378.0,0x00000704,数据帧,标准帧,0x08,05 00 00 00 00 00 00 00 
6242,接收,15:18:26.378.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c cc ff 
6243,接收,15:18:26.378.0,0x0000030a,数据帧,标准帧,0x04,2c 00 1d 00 
6244,接收,15:18:26.378.0,0x00000704,数据帧,标准帧,0x08,06 00 00 0d 00 00 00 00 
6245,接收,15:18:26.378.0,0x00000704,数据帧,标准帧,0x08,07 00 00 00 00 00 00 00 
6246,接收,15:18:26.378.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
6247,接收,15:18:26.378.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
6248,接收,15:18:26.378.0,0x00000704,数据帧,标准帧,0x08,08 00 00 5a 4c 00 00 00 
6249,接收,15:18:26.378.0,0x00000704,数据帧,标准帧,0x08,0b 00 00 00 00 00 00 00 
6250,接收,15:18:26.387.0,0x00000704,数据帧,标准帧,0x08,0d 00 00 00 00 ce ce 00 
6251,接收,15:18:26.387.0,0x00000704,数据帧,标准帧,0x08,0e 00 00 00 00 00 00 00 
6252,接收,15:18:26.396.0,0x00000704,数据帧,标准帧,0x08,0f 00 00 00 00 00 00 00 
6253,接收,15:18:26.396.0,0x00000704,数据帧,标准帧,0x08,10 00 00 00 00 00 00 00 
6254,接收,15:18:26.408.0,0x00000704,数据帧,标准帧,0x08,11 00 00 00 00 00 00 00 
6255,接收,15:18:26.408.0,0x00000704,数据帧,标准帧,0x08,12 00 00 00 00 00 00 00 
6256,接收,15:18:26.417.0,0x00000704,数据帧,标准帧,0x08,13 00 00 00 00 00 00 00 
6257,接收,15:18:26.447.0,0x00000301,数据帧,标准帧,0x08,5a 46 60 00 00 00 00 00 
6258,接收,15:18:26.447.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
6259,接收,15:18:26.456.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
6260,接收,15:18:26.456.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
6261,接收,15:18:26.467.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c cc ff 
6262,接收,15:18:26.467.0,0x0000030a,数据帧,标准帧,0x04,27 00 1d 00 
6263,接收,15:18:26.477.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
6264,接收,15:18:26.477.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
6265,接收,15:18:26.548.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
6266,接收,15:18:26.548.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
6267,接收,15:18:26.578.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
6268,接收,15:18:26.578.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
6269,接收,15:18:26.578.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c ce ff 
6270,接收,15:18:26.578.0,0x0000030a,数据帧,标准帧,0x04,27 00 1d 00 
6271,接收,15:18:26.578.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
6272,接收,15:18:26.578.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
6273,接收,15:18:26.646.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
6274,接收,15:18:26.646.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
6275,接收,15:18:26.657.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
6276,接收,15:18:26.657.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
6277,接收,15:18:26.666.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c ca ff 
6278,接收,15:18:26.666.0,0x0000030a,数据帧,标准帧,0x04,27 00 1d 00 
6279,接收,15:18:26.677.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
6280,接收,15:18:26.677.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
6281,接收,15:18:26.749.0,0x00000301,数据帧,标准帧,0x08,5a 46 61 00 00 00 00 00 
6282,接收,15:18:26.749.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
6283,接收,15:18:26.776.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
6284,接收,15:18:26.776.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
6285,接收,15:18:26.776.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 83 3c cc ff 
6286,接收,15:18:26.776.0,0x0000030a,数据帧,标准帧,0x04,27 00 1d 00 
6287,接收,15:18:26.776.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
6288,接收,15:18:26.776.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
6289,接收,15:18:26.847.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
6290,接收,15:18:26.847.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
6291,接收,15:18:26.856.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
6292,接收,15:18:26.856.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
6293,接收,15:18:26.867.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c cc ff 
6294,接收,15:18:26.867.0,0x0000030a,数据帧,标准帧,0x04,2c 00 1d 00 
6295,接收,15:18:26.876.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
6296,接收,15:18:26.876.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
6297,接收,15:18:26.947.0,0x00000301,数据帧,标准帧,0x08,5a 46 60 00 00 00 00 00 
6298,接收,15:18:26.947.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
6299,接收,15:18:26.977.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
6300,接收,15:18:26.977.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
6301,接收,15:18:26.977.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c ca ff 
6302,接收,15:18:26.977.0,0x0000030a,数据帧,标准帧,0x04,2c 00 1d 00 
6303,接收,15:18:26.977.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
6304,接收,15:18:26.977.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
6305,接收,15:18:27.046.0,0x00000301,数据帧,标准帧,0x08,5e 46 5d 00 00 00 00 00 
6306,接收,15:18:27.046.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
6307,接收,15:18:27.057.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
6308,接收,15:18:27.057.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
6309,接收,15:18:27.066.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c cc ff 
6310,接收,15:18:27.066.0,0x0000030a,数据帧,标准帧,0x04,27 00 1d 00 
6311,接收,15:18:27.077.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
6312,接收,15:18:27.077.0,0x00000401,数据帧,标准帧,0x08,be 8c 00 00 00 00 00 00 
6313,接收,15:18:27.148.0,0x00000301,数据帧,标准帧,0x08,5e 46 5d 00 00 00 00 00 
6314,接收,15:18:27.148.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
6315,接收,15:18:27.176.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
6316,接收,15:18:27.176.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
6317,接收,15:18:27.176.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c ca ff 
6318,接收,15:18:27.176.0,0x0000030a,数据帧,标准帧,0x04,27 00 1d 00 
6319,接收,15:18:27.176.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
6320,接收,15:18:27.176.0,0x00000401,数据帧,标准帧,0x08,be 8c 00 00 00 00 00 00 
6321,接收,15:18:27.249.0,0x00000604,数据帧,标准帧,0x08,00 00 00 00 00 00 04 00 
6322,接收,15:18:27.249.0,0x00000605,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
6323,接收,15:18:27.249.0,0x00000606,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
6324,接收,15:18:27.249.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
6325,接收,15:18:27.249.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
6326,接收,15:18:27.249.0,0x00000402,数据帧,标准帧,0x08,27 00 00 00 4b b0 02 00 
6327,接收,15:18:27.249.0,0x00000403,数据帧,标准帧,0x08,64 00 00 00 b3 e0 06 00 
6328,接收,15:18:27.258.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
6329,接收,15:18:27.258.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
6330,接收,15:18:27.258.0,0x00000405,数据帧,标准帧,0x08,11 0e 11 0e 11 0e 11 0e 
6331,接收,15:18:27.258.0,0x00000406,数据帧,标准帧,0x08,11 0e 11 0e 11 0e 11 0e 
6332,接收,15:18:27.270.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c cc ff 
6333,接收,15:18:27.270.0,0x0000030a,数据帧,标准帧,0x04,27 00 23 00 
6334,接收,15:18:27.270.0,0x00000407,数据帧,标准帧,0x04,11 0e 11 0e 
6335,接收,15:18:27.270.0,0x00000408,数据帧,标准帧,0x04,79 00 00 00 
6336,接收,15:18:27.278.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
6337,接收,15:18:27.278.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
6338,接收,15:18:27.278.0,0x00000409,数据帧,标准帧,0x08,e4 e4 e5 d7 e5 e8 e4 e5 
6339,接收,15:18:27.278.0,0x00000506,数据帧,标准帧,0x07,11 0e 11 0e 51 e4 e5 
6340,接收,15:18:27.287.0,0x00000509,数据帧,标准帧,0x03,40 76 01 
6341,接收,15:18:27.287.0,0x0000050a,数据帧,标准帧,0x03,e7 e8 e4 
6342,接收,15:18:27.296.0,0x0000050d,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
6343,接收,15:18:27.296.0,0x0000050d,数据帧,标准帧,0x08,01 5a 4c 00 00 00 00 00 
6344,接收,15:18:27.347.0,0x00000301,数据帧,标准帧,0x08,5a 46 5e 00 00 00 00 00 
6345,接收,15:18:27.347.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
6346,接收,15:18:27.358.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
6347,接收,15:18:27.358.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
6348,接收,15:18:27.379.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c cc ff 
6349,接收,15:18:27.379.0,0x0000030a,数据帧,标准帧,0x04,27 00 23 00 
6350,接收,15:18:27.379.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
6351,接收,15:18:27.379.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
6352,接收,15:18:27.447.0,0x00000301,数据帧,标准帧,0x08,5e 46 5e 00 00 00 00 00 
6353,接收,15:18:27.447.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
6354,接收,15:18:27.456.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
6355,接收,15:18:27.456.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
6356,接收,15:18:27.467.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c ce ff 
6357,接收,15:18:27.467.0,0x0000030a,数据帧,标准帧,0x04,27 00 1d 00 
6358,接收,15:18:27.477.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
6359,接收,15:18:27.477.0,0x00000401,数据帧,标准帧,0x08,be 8c 00 00 00 00 00 00 
6360,接收,15:18:27.548.0,0x00000301,数据帧,标准帧,0x08,5e 46 5e 00 00 00 00 00 
6361,接收,15:18:27.548.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
6362,接收,15:18:27.576.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
6363,接收,15:18:27.576.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
6364,接收,15:18:27.576.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c ce ff 
6365,接收,15:18:27.576.0,0x0000030a,数据帧,标准帧,0x04,27 00 1d 00 
6366,接收,15:18:27.576.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
6367,接收,15:18:27.576.0,0x00000401,数据帧,标准帧,0x08,be 8c 00 00 00 00 00 00 
6368,接收,15:18:27.647.0,0x00000301,数据帧,标准帧,0x08,5e 46 5e 00 ff ff 00 00 
6369,接收,15:18:27.647.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
6370,接收,15:18:27.656.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
6371,接收,15:18:27.656.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
6372,接收,15:18:27.667.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c ce ff 
6373,接收,15:18:27.667.0,0x0000030a,数据帧,标准帧,0x04,27 00 1d 00 
