序号,传输方向,时间戳,ID,帧格式,帧类型,长度,数据,
1447,接收,19:08:14.014.0,0x00000301,标准帧,数据帧,0x08,68 3C 46 3C 00 00 00 00 ,
1448,接收,19:08:14.014.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1449,接收,19:08:14.021.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
1450,接收,19:08:14.021.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1451,接收,19:08:14.030.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7F 3C D8 FF ,
1452,接收,19:08:14.030.0,0x0000030a,标准帧,数据帧,0x04,63 3C 5F 3B ,
1453,接收,19:08:14.041.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1454,接收,19:08:14.041.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
1455,接收,19:08:14.118.0,0x00000301,标准帧,数据帧,0x08,68 3C 41 3C 00 00 00 00 ,
1456,接收,19:08:14.118.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1457,接收,19:08:14.140.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
1458,接收,19:08:14.140.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1459,接收,19:08:14.140.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7F 3C D6 FF ,
1460,接收,19:08:14.140.0,0x0000030a,标准帧,数据帧,0x04,63 3C 5F 3B ,
1461,接收,19:08:14.140.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1462,接收,19:08:14.140.0,0x00000401,标准帧,数据帧,0x08,DB 78 00 00 00 00 00 00 ,
1463,接收,19:08:14.214.0,0x00000301,标准帧,数据帧,0x08,6D 3C 47 3C 00 00 00 00 ,
1464,接收,19:08:14.215.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1465,接收,19:08:14.221.0,0x00000303,标准帧,数据帧,0x04,B1 00 36 1E ,
1466,接收,19:08:14.221.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1467,接收,19:08:14.230.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7F 3C D6 FF ,
1468,接收,19:08:14.230.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 5F 3B ,
1469,接收,19:08:14.241.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1470,接收,19:08:14.241.0,0x00000401,标准帧,数据帧,0x08,DB 78 00 00 00 00 00 00 ,
1471,接收,19:08:14.319.0,0x00000301,标准帧,数据帧,0x08,6D 3C 4B 3C 00 00 00 00 ,
1472,接收,19:08:14.319.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1473,接收,19:08:14.322.0,0x00000303,标准帧,数据帧,0x04,B1 00 36 1E ,
1474,接收,19:08:14.323.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1475,接收,19:08:14.343.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 83 3C D8 FF ,
1476,接收,19:08:14.343.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 5F 3B ,
1477,接收,19:08:14.343.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1478,接收,19:08:14.343.0,0x00000401,标准帧,数据帧,0x08,DB 78 00 00 00 00 00 00 ,
1479,接收,19:08:14.414.0,0x00000301,标准帧,数据帧,0x08,6D 3C 47 3C 00 00 00 00 ,
1480,接收,19:08:14.414.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1481,接收,19:08:14.420.0,0x00000303,标准帧,数据帧,0x04,B1 00 36 1E ,
1482,接收,19:08:14.420.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1483,接收,19:08:14.430.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7E 3C D6 FF ,
1484,接收,19:08:14.430.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 5A 3B ,
1485,接收,19:08:14.441.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1486,接收,19:08:14.441.0,0x00000401,标准帧,数据帧,0x08,DB 78 00 00 00 00 00 00 ,
1487,接收,19:08:14.518.0,0x00000301,标准帧,数据帧,0x08,6D 3C 43 3C 00 00 00 00 ,
1488,接收,19:08:14.518.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1489,接收,19:08:14.541.0,0x00000303,标准帧,数据帧,0x04,B1 00 36 1E ,
1490,接收,19:08:14.541.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1491,接收,19:08:14.541.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7F 3C D6 FF ,
1492,接收,19:08:14.541.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 5A 3B ,
1493,接收,19:08:14.541.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1494,接收,19:08:14.541.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 0A 00 00 00 ,
1495,接收,19:08:14.613.0,0x00000301,标准帧,数据帧,0x08,68 3C 49 3C 01 00 00 00 ,
1496,接收,19:08:14.613.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1497,接收,19:08:14.620.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
1498,接收,19:08:14.620.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1499,接收,19:08:14.631.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7E 3C D6 FF ,
1500,接收,19:08:14.631.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 5A 3B ,
1501,接收,19:08:14.641.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1502,接收,19:08:14.641.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 0A 00 00 00 ,
1503,接收,19:08:14.718.0,0x00000301,标准帧,数据帧,0x08,68 3C 47 3C 01 00 00 00 ,
1504,接收,19:08:14.718.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1505,接收,19:08:14.741.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
1506,接收,19:08:14.741.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1507,接收,19:08:14.741.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7F 3C D6 FF ,
1508,接收,19:08:14.741.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 5A 3B ,
1509,接收,19:08:14.741.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1510,接收,19:08:14.741.0,0x00000401,标准帧,数据帧,0x08,DB 78 00 00 00 00 00 00 ,
1511,接收,19:08:14.815.0,0x00000604,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
1512,接收,19:08:14.815.0,0x00000605,标准帧,数据帧,0x08,00 00 00 00 01 00 00 00 ,
1513,接收,19:08:14.815.0,0x00000606,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
1514,接收,19:08:14.815.0,0x00000301,标准帧,数据帧,0x08,6D 3C 47 3C 00 00 00 00 ,
1515,接收,19:08:14.815.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1516,接收,19:08:14.815.0,0x00000402,标准帧,数据帧,0x08,01 00 00 00 F8 25 00 00 ,
1517,接收,19:08:14.815.0,0x00000403,标准帧,数据帧,0x08,64 00 00 00 E3 C3 07 00 ,
1518,接收,19:08:14.820.0,0x00000303,标准帧,数据帧,0x04,B1 00 36 1E ,
1519,接收,19:08:14.820.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1520,接收,19:08:14.824.0,0x00000405,标准帧,数据帧,0x08,10 0C 10 0C 13 0C 14 0C ,
1521,接收,19:08:14.824.0,0x00000406,标准帧,数据帧,0x08,07 0C 1B 0C 17 0C 14 0C ,
1522,接收,19:08:14.835.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7F 3C D4 FF ,
1523,接收,19:08:14.835.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 5A 3B ,
1524,接收,19:08:14.835.0,0x00000407,标准帧,数据帧,0x04,18 0C 1D 0C ,
1525,接收,19:08:14.835.0,0x00000408,标准帧,数据帧,0x04,FB 08 00 00 ,
1526,接收,19:08:14.843.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1527,接收,19:08:14.843.0,0x00000401,标准帧,数据帧,0x08,DB 78 00 00 00 00 00 00 ,
1528,接收,19:08:14.843.0,0x00000409,标准帧,数据帧,0x08,E5 E4 E5 D7 E5 E5 E5 E5 ,
1529,接收,19:08:14.843.0,0x00000506,标准帧,数据帧,0x07,07 0C 1D 0C A5 E4 E5 ,
1530,接收,19:08:14.852.0,0x00000509,标准帧,数据帧,0x03,3F 82 01 ,
1531,接收,19:08:14.852.0,0x0000050a,标准帧,数据帧,0x03,E7 E6 E5 ,
1532,接收,19:08:14.860.0,0x0000050d,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
1533,接收,19:08:14.860.0,0x0000050d,标准帧,数据帧,0x08,01 BB 03 00 00 00 00 00 ,
1534,接收,19:08:14.918.0,0x00000301,标准帧,数据帧,0x08,6D 3C 41 3C 00 00 00 00 ,
1535,接收,19:08:14.918.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1536,接收,19:08:14.922.0,0x00000303,标准帧,数据帧,0x04,B1 00 36 1E ,
1537,接收,19:08:14.922.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1538,接收,19:08:14.945.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 82 3C D4 FF ,
1539,接收,19:08:14.945.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 5A 3B ,
1540,接收,19:08:14.945.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1541,接收,19:08:14.945.0,0x00000401,标准帧,数据帧,0x08,DB 78 00 00 00 00 00 00 ,
1542,接收,19:08:15.013.0,0x00000301,标准帧,数据帧,0x08,68 3C 47 3C 00 00 00 00 ,
1543,接收,19:08:15.013.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1544,接收,19:08:15.020.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
1545,接收,19:08:15.020.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1546,接收,19:08:15.032.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7F 3C D8 FF ,
1547,接收,19:08:15.032.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 5F 3B ,
1548,接收,19:08:15.040.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1549,接收,19:08:15.040.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
1550,接收,19:08:15.115.0,0x00000301,标准帧,数据帧,0x08,68 3C 41 3C 00 00 00 00 ,
1551,接收,19:08:15.115.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1552,接收,19:08:15.120.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
1553,接收,19:08:15.120.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1554,接收,19:08:15.143.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 83 3C D4 FF ,
1555,接收,19:08:15.143.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 5F 3B ,
1556,接收,19:08:15.143.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1557,接收,19:08:15.143.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
1558,接收,19:08:15.213.0,0x00000301,标准帧,数据帧,0x08,6D 3C 45 3C 00 00 00 00 ,
1559,接收,19:08:15.213.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1560,接收,19:08:15.221.0,0x00000303,标准帧,数据帧,0x04,B1 00 36 1E ,
1561,接收,19:08:15.221.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1562,接收,19:08:15.230.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7F 3C D6 FF ,
1563,接收,19:08:15.230.0,0x0000030a,标准帧,数据帧,0x04,63 3C 5F 3B ,
1564,接收,19:08:15.241.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1565,接收,19:08:15.241.0,0x00000401,标准帧,数据帧,0x08,DB 78 00 00 00 00 00 00 ,
1566,接收,19:08:15.318.0,0x00000301,标准帧,数据帧,0x08,6D 3C 44 3C 00 00 00 00 ,
1567,接收,19:08:15.318.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1568,接收,19:08:15.323.0,0x00000303,标准帧,数据帧,0x04,B1 00 36 1E ,
1569,接收,19:08:15.323.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1570,接收,19:08:15.342.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 82 3C D2 FF ,
1571,接收,19:08:15.342.0,0x0000030a,标准帧,数据帧,0x04,63 3C 5F 3B ,
1572,接收,19:08:15.342.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1573,接收,19:08:15.342.0,0x00000401,标准帧,数据帧,0x08,DB 78 00 00 00 00 00 00 ,
1574,接收,19:08:15.413.0,0x00000301,标准帧,数据帧,0x08,72 3C 4E 3C 00 00 00 00 ,
1575,接收,19:08:15.413.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1576,接收,19:08:15.420.0,0x00000303,标准帧,数据帧,0x04,B1 00 39 1E ,
1577,接收,19:08:15.420.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1578,接收,19:08:15.431.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7F 3C D2 FF ,
1579,接收,19:08:15.431.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 5A 3B ,
1580,接收,19:08:15.442.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1581,接收,19:08:15.442.0,0x00000401,标准帧,数据帧,0x08,E5 78 00 00 00 00 00 00 ,
1582,接收,19:08:15.517.0,0x00000301,标准帧,数据帧,0x08,72 3C 45 3C 00 00 00 00 ,
1583,接收,19:08:15.517.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1584,接收,19:08:15.540.0,0x00000303,标准帧,数据帧,0x04,B1 00 39 1E ,
1585,接收,19:08:15.540.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1586,接收,19:08:15.541.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 81 3C D6 FF ,
1587,接收,19:08:15.541.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 5A 3B ,
1588,接收,19:08:15.541.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1589,接收,19:08:15.542.0,0x00000401,标准帧,数据帧,0x08,E5 78 00 00 00 00 00 00 ,
1590,接收,19:08:15.613.0,0x00000301,标准帧,数据帧,0x08,6D 3C 4A 3C 00 00 00 00 ,
1591,接收,19:08:15.613.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1592,接收,19:08:15.620.0,0x00000303,标准帧,数据帧,0x04,B1 00 36 1E ,
1593,接收,19:08:15.620.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1594,接收,19:08:15.632.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7F 3C D8 FF ,
1595,接收,19:08:15.632.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 5F 3B ,
1596,接收,19:08:15.640.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1597,接收,19:08:15.640.0,0x00000401,标准帧,数据帧,0x08,DB 78 00 00 00 00 00 00 ,
1598,接收,19:08:15.716.0,0x00000301,标准帧,数据帧,0x08,6D 3C 44 3C 00 00 00 00 ,
1599,接收,19:08:15.716.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1600,接收,19:08:15.721.0,0x00000303,标准帧,数据帧,0x04,B1 00 36 1E ,
1601,接收,19:08:15.722.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1602,接收,19:08:15.744.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 82 3C D4 FF ,
1603,接收,19:08:15.744.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 5F 3B ,
1604,接收,19:08:15.744.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1605,接收,19:08:15.744.0,0x00000401,标准帧,数据帧,0x08,DB 78 00 00 00 00 00 00 ,
1606,接收,19:08:15.816.0,0x00000604,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
1607,接收,19:08:15.816.0,0x00000605,标准帧,数据帧,0x08,00 00 00 00 01 00 00 00 ,
1608,接收,19:08:15.816.0,0x00000606,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
1609,接收,19:08:15.816.0,0x00000301,标准帧,数据帧,0x08,68 3C 46 3C 00 00 00 00 ,
1610,接收,19:08:15.816.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1611,接收,19:08:15.816.0,0x00000402,标准帧,数据帧,0x08,01 00 00 00 F8 25 00 00 ,
1612,接收,19:08:15.816.0,0x00000403,标准帧,数据帧,0x08,64 00 00 00 E3 C3 07 00 ,
1613,接收,19:08:15.816.0,0x00000507,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
1614,接收,19:08:15.816.0,0x00000508,标准帧,数据帧,0x08,AF 36 AF 36 0B 01 01 00 ,
1615,接收,19:08:15.823.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
1616,接收,19:08:15.823.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1617,接收,19:08:15.823.0,0x00000405,标准帧,数据帧,0x08,10 0C 10 0C 13 0C 16 0C ,
1618,接收,19:08:15.823.0,0x00000406,标准帧,数据帧,0x08,07 0C 1B 0C 17 0C 14 0C ,
1619,接收,19:08:15.823.0,0x0000050b,标准帧,数据帧,0x08,AF 36 AF 36 11 03 04 A5 ,
1620,接收,19:08:15.823.0,0x0000050c,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
1621,接收,19:08:15.834.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7E 3C D6 FF ,
1622,接收,19:08:15.834.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 5F 3B ,
1623,接收,19:08:15.834.0,0x00000407,标准帧,数据帧,0x04,18 0C 1D 0C ,
1624,接收,19:08:15.834.0,0x00000408,标准帧,数据帧,0x04,FC 08 00 00 ,
1625,接收,19:08:15.834.0,0x0000050c,标准帧,数据帧,0x08,02 00 00 00 00 00 00 00 ,
1626,接收,19:08:15.834.0,0x0000050c,标准帧,数据帧,0x08,04 00 00 00 00 00 00 00 ,
1627,接收,19:08:15.844.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1628,接收,19:08:15.844.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
1629,接收,19:08:15.844.0,0x00000409,标准帧,数据帧,0x08,E5 E4 E5 D7 E5 E5 E5 E5 ,
1630,接收,19:08:15.844.0,0x00000506,标准帧,数据帧,0x07,07 0C 1D 0C A5 E4 E5 ,
1631,接收,19:08:15.844.0,0x0000050c,标准帧,数据帧,0x08,06 00 00 00 00 00 00 00 ,
1632,接收,19:08:15.844.0,0x0000050c,标准帧,数据帧,0x08,08 00 00 00 00 00 00 00 ,
1633,接收,19:08:15.851.0,0x00000509,标准帧,数据帧,0x03,3F 82 01 ,
1634,接收,19:08:15.851.0,0x0000050a,标准帧,数据帧,0x03,E6 E6 E5 ,
1635,接收,19:08:15.852.0,0x0000050c,标准帧,数据帧,0x08,0A 00 00 00 00 00 00 00 ,
1636,接收,19:08:15.852.0,0x0000050d,标准帧,数据帧,0x08,02 82 01 00 00 00 00 00 ,
1637,接收,19:08:15.863.0,0x0000050d,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
1638,接收,19:08:15.863.0,0x0000050d,标准帧,数据帧,0x08,01 BB 03 00 00 00 00 00 ,
1639,接收,19:08:15.863.0,0x0000050d,标准帧,数据帧,0x08,03 D0 06 00 00 00 00 00 ,
1640,接收,19:08:15.863.0,0x0000050d,标准帧,数据帧,0x08,04 44 00 00 00 00 00 00 ,
1641,接收,19:08:15.871.0,0x0000050d,标准帧,数据帧,0x08,05 22 9E 06 00 00 00 00 ,
1642,接收,19:08:15.871.0,0x0000050d,标准帧,数据帧,0x08,06 00 00 00 00 00 00 00 ,
1643,接收,19:08:15.881.0,0x0000050e,标准帧,数据帧,0x08,12 39 00 00 C4 4A 00 00 ,
1644,接收,19:08:15.881.0,0x0000050f,标准帧,数据帧,0x08,00 00 00 00 03 00 00 00 ,
1645,接收,19:08:15.890.0,0x0000050f,标准帧,数据帧,0x08,0A 53 44 32 34 31 32 4D ,
1646,接收,19:08:15.890.0,0x0000050f,标准帧,数据帧,0x08,0B 42 41 54 32 30 31 30 ,
1647,接收,19:08:15.901.0,0x0000050f,标准帧,数据帧,0x08,0C 32 34 37 00 00 00 00 ,
1648,接收,19:08:15.901.0,0x0000050f,标准帧,数据帧,0x08,0F 00 00 00 00 00 00 00 ,
1649,接收,19:08:15.920.0,0x00000301,标准帧,数据帧,0x08,68 3C 47 3C 00 00 00 00 ,
1650,接收,19:08:15.920.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1651,接收,19:08:15.920.0,0x0000050f,标准帧,数据帧,0x08,10 00 00 00 00 00 00 00 ,
1652,接收,19:08:15.920.0,0x0000050f,标准帧,数据帧,0x08,11 00 00 00 00 00 00 00 ,
1653,接收,19:08:15.943.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
1654,接收,19:08:15.943.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1655,接收,19:08:15.943.0,0x0000050f,标准帧,数据帧,0x08,18 67 65 38 61 37 65 00 ,
1656,接收,19:08:15.943.0,0x0000050f,标准帧,数据帧,0x08,19 E8 07 08 00 64 00 00 ,
1657,接收,19:08:15.943.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 82 3C D4 FF ,
1658,接收,19:08:15.943.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 5F 3B ,
1659,接收,19:08:15.943.0,0x0000050f,标准帧,数据帧,0x08,1A 00 00 00 00 00 00 00 ,
1660,接收,19:08:15.943.0,0x0000050f,标准帧,数据帧,0x08,1B 00 00 00 00 00 00 00 ,
1661,接收,19:08:15.944.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1662,接收,19:08:15.944.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
1663,接收,19:08:15.945.0,0x0000050f,标准帧,数据帧,0x08,1C 00 00 00 00 00 00 00 ,
1664,接收,19:08:15.945.0,0x0000050f,标准帧,数据帧,0x08,1D 00 00 00 00 00 00 00 ,
1665,接收,19:08:15.950.0,0x00000703,标准帧,数据帧,0x02,00 00 ,
1666,接收,19:08:15.950.0,0x00000704,标准帧,数据帧,0x08,00 00 00 00 00 00 00 01 ,
1667,接收,19:08:15.962.0,0x00000704,标准帧,数据帧,0x08,01 00 00 00 00 00 00 00 ,
1668,接收,19:08:15.962.0,0x00000704,标准帧,数据帧,0x08,02 00 00 00 00 00 00 00 ,
1669,接收,19:08:15.970.0,0x00000704,标准帧,数据帧,0x08,03 00 00 00 00 00 00 00 ,
1670,接收,19:08:15.970.0,0x00000704,标准帧,数据帧,0x08,04 00 00 00 00 00 00 00 ,
1671,接收,19:08:15.981.0,0x00000704,标准帧,数据帧,0x08,05 00 00 00 00 00 00 00 ,
1672,接收,19:08:15.981.0,0x00000704,标准帧,数据帧,0x08,06 00 00 1D 09 00 00 00 ,
1673,接收,19:08:15.990.0,0x00000704,标准帧,数据帧,0x08,07 00 00 00 00 00 00 00 ,
1674,接收,19:08:15.990.0,0x00000704,标准帧,数据帧,0x08,08 00 00 00 00 00 00 00 ,
1675,接收,19:08:16.001.0,0x00000704,标准帧,数据帧,0x08,0B 00 00 00 00 00 00 00 ,
1676,接收,19:08:16.001.0,0x00000704,标准帧,数据帧,0x08,0D 00 00 00 00 CE CE 00 ,
1677,接收,19:08:16.013.0,0x00000301,标准帧,数据帧,0x08,72 3C 47 3C 00 00 00 00 ,
1678,接收,19:08:16.013.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1679,接收,19:08:16.013.0,0x00000704,标准帧,数据帧,0x08,0E 00 00 00 00 00 00 00 ,
1680,接收,19:08:16.013.0,0x00000704,标准帧,数据帧,0x08,0F 00 00 00 00 00 00 00 ,
1681,接收,19:08:16.022.0,0x00000303,标准帧,数据帧,0x04,B1 00 39 1E ,
1682,接收,19:08:16.022.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1683,接收,19:08:16.022.0,0x00000704,标准帧,数据帧,0x08,10 00 00 00 00 00 00 00 ,
1684,接收,19:08:16.022.0,0x00000704,标准帧,数据帧,0x08,11 00 00 00 00 00 00 00 ,
1685,接收,19:08:16.032.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7C 3C D8 FF ,
1686,接收,19:08:16.032.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 5A 3B ,
1687,接收,19:08:16.032.0,0x00000704,标准帧,数据帧,0x08,12 00 00 00 00 00 00 00 ,
1688,接收,19:08:16.032.0,0x00000704,标准帧,数据帧,0x08,13 00 00 00 00 00 00 00 ,
1689,接收,19:08:16.041.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1690,接收,19:08:16.041.0,0x00000401,标准帧,数据帧,0x08,E5 78 00 00 00 00 00 00 ,
1691,接收,19:08:16.117.0,0x00000301,标准帧,数据帧,0x08,72 3C 3E 3C 00 00 00 00 ,
1692,接收,19:08:16.117.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
1693,接收,19:08:16.120.0,0x00000303,标准帧,数据帧,0x04,B1 00 39 1E ,
1694,接收,19:08:16.120.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
1695,接收,19:08:16.145.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 82 3C D4 FF ,
1696,接收,19:08:16.145.0,0x0000030a,标准帧,数据帧,0x04,5E 3C 5A 3B ,
1697,接收,19:08:16.145.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
1698,接收,19:08:16.145.0,0x00000401,标准帧,数据帧,0x08,E5 78 00 00 00 00 00 00 ,
1699,接收,19:08:16.214.0,0x00000301,标准帧,数据帧,0x08,72 3C 45 3C 00 00 00 00 ,
1700,接收,19:08:16.214.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
