序号,传输方向,时间戳,ID,帧格式,帧类型,长度,数据,
716,接收,19:08:06.342.0,0x0000030a,标准帧,数据帧,0x04,63 3C 5F 3B ,
717,接收,19:08:06.342.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
718,接收,19:08:06.342.0,0x00000401,标准帧,数据帧,0x08,DB 78 00 00 00 00 00 00 ,
719,接收,19:08:06.414.0,0x00000301,标准帧,数据帧,0x08,6D 3C 46 3C 00 00 00 00 ,
720,接收,19:08:06.414.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
721,接收,19:08:06.420.0,0x00000303,标准帧,数据帧,0x04,B1 00 36 1E ,
722,接收,19:08:06.421.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
723,接收,19:08:06.431.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7D 3C DA FF ,
724,接收,19:08:06.431.0,0x0000030a,标准帧,数据帧,0x04,68 3C 5F 3B ,
725,接收,19:08:06.440.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
726,接收,19:08:06.440.0,0x00000401,标准帧,数据帧,0x08,DB 78 00 00 00 00 00 00 ,
727,接收,19:08:06.518.0,0x00000301,标准帧,数据帧,0x08,6D 3C 3E 3C 00 00 00 00 ,
728,接收,19:08:06.518.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
729,接收,19:08:06.521.0,0x00000303,标准帧,数据帧,0x04,B1 00 36 1E ,
730,接收,19:08:06.521.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
731,接收,19:08:06.544.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 82 3C D4 FF ,
732,接收,19:08:06.544.0,0x0000030a,标准帧,数据帧,0x04,68 3C 5F 3B ,
733,接收,19:08:06.544.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
734,接收,19:08:06.544.0,0x00000401,标准帧,数据帧,0x08,DB 78 00 00 00 00 00 00 ,
735,接收,19:08:06.615.0,0x00000301,标准帧,数据帧,0x08,68 3C 47 3C 00 00 00 00 ,
736,接收,19:08:06.615.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
737,接收,19:08:06.621.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
738,接收,19:08:06.621.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
739,接收,19:08:06.632.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7E 3C D8 FF ,
740,接收,19:08:06.632.0,0x0000030a,标准帧,数据帧,0x04,68 3C 5F 3B ,
741,接收,19:08:06.641.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
742,接收,19:08:06.641.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
743,接收,19:08:06.715.0,0x00000301,标准帧,数据帧,0x08,68 3C 40 3C 00 00 00 00 ,
744,接收,19:08:06.715.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
745,接收,19:08:06.721.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
746,接收,19:08:06.721.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
747,接收,19:08:06.740.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 80 3C D4 FF ,
748,接收,19:08:06.740.0,0x0000030a,标准帧,数据帧,0x04,68 3C 5F 3B ,
749,接收,19:08:06.741.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
750,接收,19:08:06.741.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
751,接收,19:08:06.814.0,0x00000604,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
752,接收,19:08:06.814.0,0x00000605,标准帧,数据帧,0x08,00 00 00 00 01 00 00 00 ,
753,接收,19:08:06.815.0,0x00000606,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
754,接收,19:08:06.815.0,0x00000301,标准帧,数据帧,0x08,68 3C 44 3C 00 00 00 00 ,
755,接收,19:08:06.815.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
756,接收,19:08:06.815.0,0x00000402,标准帧,数据帧,0x08,01 00 00 00 F8 25 00 00 ,
757,接收,19:08:06.815.0,0x00000403,标准帧,数据帧,0x08,64 00 00 00 E3 C3 07 00 ,
758,接收,19:08:06.823.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
759,接收,19:08:06.823.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
760,接收,19:08:06.823.0,0x00000405,标准帧,数据帧,0x08,10 0C 10 0C 13 0C 14 0C ,
761,接收,19:08:06.823.0,0x00000406,标准帧,数据帧,0x08,09 0C 1B 0C 17 0C 14 0C ,
762,接收,19:08:06.830.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7F 3C D8 FF ,
763,接收,19:08:06.830.0,0x0000030a,标准帧,数据帧,0x04,68 3C 5A 3B ,
764,接收,19:08:06.831.0,0x00000407,标准帧,数据帧,0x04,18 0C 1D 0C ,
765,接收,19:08:06.831.0,0x00000408,标准帧,数据帧,0x04,F3 08 00 00 ,
766,接收,19:08:06.840.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
767,接收,19:08:06.841.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
768,接收,19:08:06.841.0,0x00000409,标准帧,数据帧,0x08,E5 E4 E5 D7 E5 E5 E5 E5 ,
769,接收,19:08:06.842.0,0x00000506,标准帧,数据帧,0x07,09 0C 1D 0C A5 E4 E5 ,
770,接收,19:08:06.850.0,0x00000509,标准帧,数据帧,0x03,3F 82 01 ,
771,接收,19:08:06.850.0,0x0000050a,标准帧,数据帧,0x03,E6 E6 E5 ,
772,接收,19:08:06.862.0,0x0000050d,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
773,接收,19:08:06.862.0,0x0000050d,标准帧,数据帧,0x08,01 BB 03 00 00 00 00 00 ,
774,接收,19:08:06.918.0,0x00000301,标准帧,数据帧,0x08,68 3C 44 3C 00 00 00 00 ,
775,接收,19:08:06.918.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
776,接收,19:08:06.921.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
777,接收,19:08:06.921.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
778,接收,19:08:06.941.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 82 3C D6 FF ,
779,接收,19:08:06.941.0,0x0000030a,标准帧,数据帧,0x04,68 3C 5A 3B ,
780,接收,19:08:06.941.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
781,接收,19:08:06.942.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
782,接收,19:08:07.013.0,0x00000301,标准帧,数据帧,0x08,68 3C 47 3C 00 00 00 00 ,
783,接收,19:08:07.014.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
784,接收,19:08:07.023.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
785,接收,19:08:07.023.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
786,接收,19:08:07.031.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7F 3C D4 FF ,
787,接收,19:08:07.031.0,0x0000030a,标准帧,数据帧,0x04,6D 3C 5A 3B ,
788,接收,19:08:07.040.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
789,接收,19:08:07.040.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
790,接收,19:08:07.118.0,0x00000301,标准帧,数据帧,0x08,68 3C 47 3C 00 00 00 00 ,
791,接收,19:08:07.118.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
792,接收,19:08:07.120.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
793,接收,19:08:07.120.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
794,接收,19:08:07.142.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 82 3C D4 FF ,
795,接收,19:08:07.142.0,0x0000030a,标准帧,数据帧,0x04,6D 3C 5A 3B ,
796,接收,19:08:07.142.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
797,接收,19:08:07.142.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
798,接收,19:08:07.212.0,0x00000301,标准帧,数据帧,0x08,6D 3C 49 3C 00 00 00 00 ,
799,接收,19:08:07.212.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
800,接收,19:08:07.221.0,0x00000303,标准帧,数据帧,0x04,B1 00 36 1E ,
801,接收,19:08:07.221.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
802,接收,19:08:07.230.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7F 3C D8 FF ,
803,接收,19:08:07.230.0,0x0000030a,标准帧,数据帧,0x04,68 3C 5A 3B ,
804,接收,19:08:07.241.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
805,接收,19:08:07.241.0,0x00000401,标准帧,数据帧,0x08,DB 78 00 00 00 00 00 00 ,
806,接收,19:08:07.319.0,0x00000301,标准帧,数据帧,0x08,6D 3C 47 3C 00 00 00 00 ,
807,接收,19:08:07.319.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
808,接收,19:08:07.322.0,0x00000303,标准帧,数据帧,0x04,B1 00 36 1E ,
809,接收,19:08:07.323.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
810,接收,19:08:07.343.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 83 3C D6 FF ,
811,接收,19:08:07.343.0,0x0000030a,标准帧,数据帧,0x04,68 3C 5A 3B ,
812,接收,19:08:07.343.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
813,接收,19:08:07.343.0,0x00000401,标准帧,数据帧,0x08,DB 78 00 00 00 00 00 00 ,
814,接收,19:08:07.414.0,0x00000301,标准帧,数据帧,0x08,68 3C 47 3C 00 00 00 00 ,
815,接收,19:08:07.414.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
816,接收,19:08:07.421.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
817,接收,19:08:07.421.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
818,接收,19:08:07.432.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7E 3C DA FF ,
819,接收,19:08:07.432.0,0x0000030a,标准帧,数据帧,0x04,6D 3C 5A 3B ,
820,接收,19:08:07.443.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
821,接收,19:08:07.443.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
822,接收,19:08:07.517.0,0x00000301,标准帧,数据帧,0x08,68 3C 45 3C 00 00 00 00 ,
823,接收,19:08:07.517.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
824,接收,19:08:07.523.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
825,接收,19:08:07.523.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
826,接收,19:08:07.543.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 82 3C D2 FF ,
827,接收,19:08:07.543.0,0x0000030a,标准帧,数据帧,0x04,6D 3C 5A 3B ,
828,接收,19:08:07.543.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
829,接收,19:08:07.543.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
830,接收,19:08:07.613.0,0x00000301,标准帧,数据帧,0x08,6D 3C 4B 3C 00 00 00 00 ,
831,接收,19:08:07.613.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
832,接收,19:08:07.620.0,0x00000303,标准帧,数据帧,0x04,B1 00 36 1E ,
833,接收,19:08:07.620.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
834,接收,19:08:07.631.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7F 3C D4 FF ,
835,接收,19:08:07.631.0,0x0000030a,标准帧,数据帧,0x04,68 3C 5A 3B ,
836,接收,19:08:07.641.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
837,接收,19:08:07.641.0,0x00000401,标准帧,数据帧,0x08,DB 78 00 00 00 00 00 00 ,
838,接收,19:08:07.719.0,0x00000301,标准帧,数据帧,0x08,6D 3C 45 3C 00 00 00 00 ,
839,接收,19:08:07.719.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
840,接收,19:08:07.723.0,0x00000303,标准帧,数据帧,0x04,B1 00 36 1E ,
841,接收,19:08:07.723.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
842,接收,19:08:07.744.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 83 3C D0 FF ,
843,接收,19:08:07.744.0,0x0000030a,标准帧,数据帧,0x04,68 3C 5A 3B ,
844,接收,19:08:07.744.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
845,接收,19:08:07.744.0,0x00000401,标准帧,数据帧,0x08,DB 78 00 00 00 00 00 00 ,
846,接收,19:08:07.814.0,0x00000604,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
847,接收,19:08:07.814.0,0x00000605,标准帧,数据帧,0x08,00 00 00 00 01 00 00 00 ,
848,接收,19:08:07.814.0,0x00000606,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
849,接收,19:08:07.814.0,0x00000301,标准帧,数据帧,0x08,68 3C 49 3C 00 00 00 00 ,
850,接收,19:08:07.814.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
851,接收,19:08:07.815.0,0x00000402,标准帧,数据帧,0x08,01 00 00 00 F8 25 00 00 ,
852,接收,19:08:07.815.0,0x00000403,标准帧,数据帧,0x08,64 00 00 00 E3 C3 07 00 ,
853,接收,19:08:07.823.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
854,接收,19:08:07.823.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
855,接收,19:08:07.823.0,0x00000405,标准帧,数据帧,0x08,10 0C 10 0C 13 0C 16 0C ,
856,接收,19:08:07.823.0,0x00000406,标准帧,数据帧,0x08,07 0C 1B 0C 17 0C 16 0C ,
857,接收,19:08:07.833.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7F 3C D6 FF ,
858,接收,19:08:07.833.0,0x0000030a,标准帧,数据帧,0x04,63 3C 5F 3B ,
859,接收,19:08:07.833.0,0x00000407,标准帧,数据帧,0x04,18 0C 1D 0C ,
860,接收,19:08:07.833.0,0x00000408,标准帧,数据帧,0x04,F4 08 00 00 ,
861,接收,19:08:07.842.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
862,接收,19:08:07.842.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
863,接收,19:08:07.842.0,0x00000409,标准帧,数据帧,0x08,E5 E4 E5 D7 E5 E5 E5 E5 ,
864,接收,19:08:07.842.0,0x00000506,标准帧,数据帧,0x07,07 0C 1D 0C A5 E4 E5 ,
865,接收,19:08:07.851.0,0x00000509,标准帧,数据帧,0x03,3F 82 01 ,
866,接收,19:08:07.851.0,0x0000050a,标准帧,数据帧,0x03,E6 E6 E5 ,
867,接收,19:08:07.861.0,0x0000050d,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
868,接收,19:08:07.861.0,0x0000050d,标准帧,数据帧,0x08,01 BB 03 00 00 00 00 00 ,
869,接收,19:08:07.919.0,0x00000301,标准帧,数据帧,0x08,68 3C 48 3C 00 00 00 00 ,
870,接收,19:08:07.919.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
871,接收,19:08:07.922.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
872,接收,19:08:07.922.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
873,接收,19:08:07.941.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 83 3C D4 FF ,
874,接收,19:08:07.941.0,0x0000030a,标准帧,数据帧,0x04,63 3C 5F 3B ,
875,接收,19:08:07.941.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
876,接收,19:08:07.941.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
877,接收,19:08:08.015.0,0x00000301,标准帧,数据帧,0x08,68 3C 46 3C 00 00 00 00 ,
878,接收,19:08:08.015.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
879,接收,19:08:08.022.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
880,接收,19:08:08.022.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
881,接收,19:08:08.030.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7F 3C D6 FF ,
882,接收,19:08:08.030.0,0x0000030a,标准帧,数据帧,0x04,63 3C 5A 3B ,
883,接收,19:08:08.041.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
884,接收,19:08:08.041.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
885,接收,19:08:08.118.0,0x00000301,标准帧,数据帧,0x08,68 3C 43 3C 00 00 00 00 ,
886,接收,19:08:08.118.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
887,接收,19:08:08.122.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
888,接收,19:08:08.122.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
889,接收,19:08:08.141.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 82 3C D2 FF ,
890,接收,19:08:08.141.0,0x0000030a,标准帧,数据帧,0x04,63 3C 5A 3B ,
891,接收,19:08:08.143.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
892,接收,19:08:08.143.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
893,接收,19:08:08.214.0,0x00000301,标准帧,数据帧,0x08,68 3C 46 3C 00 00 00 00 ,
894,接收,19:08:08.214.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
895,接收,19:08:08.222.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
896,接收,19:08:08.222.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
897,接收,19:08:08.231.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7E 3C D6 FF ,
898,接收,19:08:08.231.0,0x0000030a,标准帧,数据帧,0x04,68 3C 5A 3B ,
899,接收,19:08:08.241.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
900,接收,19:08:08.241.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
901,接收,19:08:08.317.0,0x00000301,标准帧,数据帧,0x08,68 3C 46 3C 00 00 00 00 ,
902,接收,19:08:08.317.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
903,接收,19:08:08.322.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
904,接收,19:08:08.322.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
905,接收,19:08:08.342.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 82 3C D2 FF ,
906,接收,19:08:08.342.0,0x0000030a,标准帧,数据帧,0x04,68 3C 5A 3B ,
907,接收,19:08:08.343.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
908,接收,19:08:08.343.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
909,接收,19:08:08.413.0,0x00000301,标准帧,数据帧,0x08,6D 3C 4A 3C 00 00 00 00 ,
910,接收,19:08:08.413.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
911,接收,19:08:08.421.0,0x00000303,标准帧,数据帧,0x04,B2 00 36 1E ,
912,接收,19:08:08.421.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
913,接收,19:08:08.432.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7D 3C D4 FF ,
914,接收,19:08:08.432.0,0x0000030a,标准帧,数据帧,0x04,6D 3C 5A 3B ,
915,接收,19:08:08.440.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
916,接收,19:08:08.440.0,0x00000401,标准帧,数据帧,0x08,DB 78 00 00 00 00 00 00 ,
917,接收,19:08:08.518.0,0x00000301,标准帧,数据帧,0x08,6D 3C 42 3C 00 00 00 00 ,
918,接收,19:08:08.518.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
919,接收,19:08:08.520.0,0x00000303,标准帧,数据帧,0x04,B2 00 36 1E ,
920,接收,19:08:08.521.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
921,接收,19:08:08.542.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 81 3C D4 FF ,
922,接收,19:08:08.542.0,0x0000030a,标准帧,数据帧,0x04,6D 3C 5A 3B ,
923,接收,19:08:08.542.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
924,接收,19:08:08.542.0,0x00000401,标准帧,数据帧,0x08,DB 78 00 00 00 00 00 00 ,
925,接收,19:08:08.613.0,0x00000301,标准帧,数据帧,0x08,68 3C 4E 3C 00 00 00 00 ,
926,接收,19:08:08.613.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
927,接收,19:08:08.620.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
928,接收,19:08:08.620.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
929,接收,19:08:08.631.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7D 3C D6 FF ,
930,接收,19:08:08.631.0,0x0000030a,标准帧,数据帧,0x04,68 3C 5A 3B ,
931,接收,19:08:08.640.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
932,接收,19:08:08.640.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
933,接收,19:08:08.717.0,0x00000301,标准帧,数据帧,0x08,68 3C 40 3C 00 00 00 00 ,
934,接收,19:08:08.717.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
935,接收,19:08:08.741.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
936,接收,19:08:08.741.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
937,接收,19:08:08.741.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7E 3C D2 FF ,
938,接收,19:08:08.741.0,0x0000030a,标准帧,数据帧,0x04,68 3C 5A 3B ,
939,接收,19:08:08.741.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
940,接收,19:08:08.741.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
941,接收,19:08:08.815.0,0x00000604,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
942,接收,19:08:08.815.0,0x00000605,标准帧,数据帧,0x08,00 00 00 00 01 00 00 00 ,
943,接收,19:08:08.815.0,0x00000606,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
944,接收,19:08:08.815.0,0x00000301,标准帧,数据帧,0x08,68 3C 49 3C 00 00 00 00 ,
945,接收,19:08:08.815.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
946,接收,19:08:08.815.0,0x00000402,标准帧,数据帧,0x08,01 00 00 00 F8 25 00 00 ,
947,接收,19:08:08.816.0,0x00000403,标准帧,数据帧,0x08,64 00 00 00 E3 C3 07 00 ,
948,接收,19:08:08.820.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
949,接收,19:08:08.821.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
950,接收,19:08:08.822.0,0x00000405,标准帧,数据帧,0x08,10 0C 10 0C 13 0C 16 0C ,
951,接收,19:08:08.822.0,0x00000406,标准帧,数据帧,0x08,07 0C 1B 0C 17 0C 14 0C ,
952,接收,19:08:08.834.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 7D 3C D6 FF ,
953,接收,19:08:08.834.0,0x0000030a,标准帧,数据帧,0x04,63 3C 5A 3B ,
954,接收,19:08:08.834.0,0x00000407,标准帧,数据帧,0x04,17 0C 1D 0C ,
955,接收,19:08:08.834.0,0x00000408,标准帧,数据帧,0x04,F5 08 00 00 ,
956,接收,19:08:08.843.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
957,接收,19:08:08.843.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
958,接收,19:08:08.843.0,0x00000409,标准帧,数据帧,0x08,E5 E4 E5 D7 E5 E5 E5 E5 ,
959,接收,19:08:08.843.0,0x00000506,标准帧,数据帧,0x07,07 0C 1D 0C A5 E4 E5 ,
960,接收,19:08:08.855.0,0x00000509,标准帧,数据帧,0x03,3F 82 01 ,
961,接收,19:08:08.855.0,0x0000050a,标准帧,数据帧,0x03,E6 E6 E5 ,
962,接收,19:08:08.861.0,0x0000050d,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
963,接收,19:08:08.861.0,0x0000050d,标准帧,数据帧,0x08,01 BB 03 00 00 00 00 00 ,
964,接收,19:08:08.918.0,0x00000301,标准帧,数据帧,0x08,68 3C 46 3C 00 00 00 00 ,
965,接收,19:08:08.918.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
966,接收,19:08:08.924.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
967,接收,19:08:08.924.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
968,接收,19:08:08.944.0,0x00000309,标准帧,数据帧,0x08,62 A8 00 3D 82 3C D6 FF ,
969,接收,19:08:08.944.0,0x0000030a,标准帧,数据帧,0x04,63 3C 5A 3B ,
970,接收,19:08:08.944.0,0x00000400,标准帧,数据帧,0x08,07 00 0C 00 00 00 00 00 ,
971,接收,19:08:08.944.0,0x00000401,标准帧,数据帧,0x08,D1 78 00 00 00 00 00 00 ,
972,接收,19:08:09.015.0,0x00000301,标准帧,数据帧,0x08,68 3C 47 3C 01 00 00 00 ,
973,接收,19:08:09.015.0,0x00000302,标准帧,数据帧,0x08,39 00 C4 09 A9 50 9D 39 ,
974,接收,19:08:09.020.0,0x00000303,标准帧,数据帧,0x04,B1 00 34 1E ,
975,接收,19:08:09.020.0,0x00000304,标准帧,数据帧,0x06,04 8C 03 10 00 00 ,
