Index,Direction,Time Stamp,Frame ID,Format,Type,Data Length,Data(HEX),Unnamed: 8
753,Receive,19:08:06.815.0,0x00000606,Standard,Data,0x08,00 00 00 00 00 00 00 00 ,
754,Receive,19:08:06.815.0,0x00000301,Standard,Data,0x08,68 3C 44 3C 00 00 00 00 ,
755,Receive,19:08:06.815.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
756,Receive,19:08:06.815.0,0x00000402,Standard,Data,0x08,01 00 00 00 F8 25 00 00 ,
757,Receive,19:08:06.815.0,0x00000403,Standard,Data,0x08,64 00 00 00 E3 C3 07 00 ,
758,Receive,19:08:06.823.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
759,Receive,19:08:06.823.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
760,Receive,19:08:06.823.0,0x00000405,Standard,Data,0x08,10 0C 10 0C 13 0C 14 0C ,
761,Receive,19:08:06.823.0,0x00000406,Standard,Data,0x08,09 0C 1B 0C 17 0C 14 0C ,
762,Receive,19:08:06.830.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 7F 3C D8 FF ,
763,Receive,19:08:06.830.0,0x0000030a,Standard,Data,0x04,68 3C 5A 3B ,
764,Receive,19:08:06.831.0,0x00000407,Standard,Data,0x04,18 0C 1D 0C ,
765,Receive,19:08:06.831.0,0x00000408,Standard,Data,0x04,F3 08 00 00 ,
766,Receive,19:08:06.840.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
767,Receive,19:08:06.841.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
768,Receive,19:08:06.841.0,0x00000409,Standard,Data,0x08,E5 E4 E5 D7 E5 E5 E5 E5 ,
769,Receive,19:08:06.842.0,0x00000506,Standard,Data,0x07,09 0C 1D 0C A5 E4 E5 ,
770,Receive,19:08:06.850.0,0x00000509,Standard,Data,0x03,3F 82 01 ,
771,Receive,19:08:06.850.0,0x0000050a,Standard,Data,0x03,E6 E6 E5 ,
772,Receive,19:08:06.862.0,0x0000050d,Standard,Data,0x08,00 00 00 00 00 00 00 00 ,
773,Receive,19:08:06.862.0,0x0000050d,Standard,Data,0x08,01 BB 03 00 00 00 00 00 ,
774,Receive,19:08:06.918.0,0x00000301,Standard,Data,0x08,68 3C 44 3C 00 00 00 00 ,
775,Receive,19:08:06.918.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
776,Receive,19:08:06.921.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
777,Receive,19:08:06.921.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
778,Receive,19:08:06.941.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 82 3C D6 FF ,
779,Receive,19:08:06.941.0,0x0000030a,Standard,Data,0x04,68 3C 5A 3B ,
780,Receive,19:08:06.941.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
781,Receive,19:08:06.942.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
782,Receive,19:08:07.013.0,0x00000301,Standard,Data,0x08,68 3C 47 3C 00 00 00 00 ,
783,Receive,19:08:07.014.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
784,Receive,19:08:07.023.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
785,Receive,19:08:07.023.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
786,Receive,19:08:07.031.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 7F 3C D4 FF ,
787,Receive,19:08:07.031.0,0x0000030a,Standard,Data,0x04,6D 3C 5A 3B ,
788,Receive,19:08:07.040.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
789,Receive,19:08:07.040.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
790,Receive,19:08:07.118.0,0x00000301,Standard,Data,0x08,68 3C 47 3C 00 00 00 00 ,
791,Receive,19:08:07.118.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
792,Receive,19:08:07.120.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
793,Receive,19:08:07.120.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
794,Receive,19:08:07.142.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 82 3C D4 FF ,
795,Receive,19:08:07.142.0,0x0000030a,Standard,Data,0x04,6D 3C 5A 3B ,
796,Receive,19:08:07.142.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
797,Receive,19:08:07.142.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
798,Receive,19:08:07.212.0,0x00000301,Standard,Data,0x08,6D 3C 49 3C 00 00 00 00 ,
799,Receive,19:08:07.212.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
800,Receive,19:08:07.221.0,0x00000303,Standard,Data,0x04,B1 00 36 1E ,
801,Receive,19:08:07.221.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
802,Receive,19:08:07.230.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 7F 3C D8 FF ,
803,Receive,19:08:07.230.0,0x0000030a,Standard,Data,0x04,68 3C 5A 3B ,
804,Receive,19:08:07.241.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
805,Receive,19:08:07.241.0,0x00000401,Standard,Data,0x08,DB 78 00 00 00 00 00 00 ,
806,Receive,19:08:07.319.0,0x00000301,Standard,Data,0x08,6D 3C 47 3C 00 00 00 00 ,
807,Receive,19:08:07.319.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
808,Receive,19:08:07.322.0,0x00000303,Standard,Data,0x04,B1 00 36 1E ,
809,Receive,19:08:07.323.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
810,Receive,19:08:07.343.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 83 3C D6 FF ,
811,Receive,19:08:07.343.0,0x0000030a,Standard,Data,0x04,68 3C 5A 3B ,
812,Receive,19:08:07.343.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
813,Receive,19:08:07.343.0,0x00000401,Standard,Data,0x08,DB 78 00 00 00 00 00 00 ,
814,Receive,19:08:07.414.0,0x00000301,Standard,Data,0x08,68 3C 47 3C 00 00 00 00 ,
815,Receive,19:08:07.414.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
816,Receive,19:08:07.421.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
817,Receive,19:08:07.421.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
818,Receive,19:08:07.432.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 7E 3C DA FF ,
819,Receive,19:08:07.432.0,0x0000030a,Standard,Data,0x04,6D 3C 5A 3B ,
820,Receive,19:08:07.443.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
821,Receive,19:08:07.443.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
822,Receive,19:08:07.517.0,0x00000301,Standard,Data,0x08,68 3C 45 3C 00 00 00 00 ,
823,Receive,19:08:07.517.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
824,Receive,19:08:07.523.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
825,Receive,19:08:07.523.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
826,Receive,19:08:07.543.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 82 3C D2 FF ,
827,Receive,19:08:07.543.0,0x0000030a,Standard,Data,0x04,6D 3C 5A 3B ,
828,Receive,19:08:07.543.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
829,Receive,19:08:07.543.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
830,Receive,19:08:07.613.0,0x00000301,Standard,Data,0x08,6D 3C 4B 3C 00 00 00 00 ,
831,Receive,19:08:07.613.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
832,Receive,19:08:07.620.0,0x00000303,Standard,Data,0x04,B1 00 36 1E ,
833,Receive,19:08:07.620.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
834,Receive,19:08:07.631.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 7F 3C D4 FF ,
835,Receive,19:08:07.631.0,0x0000030a,Standard,Data,0x04,68 3C 5A 3B ,
836,Receive,19:08:07.641.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
837,Receive,19:08:07.641.0,0x00000401,Standard,Data,0x08,DB 78 00 00 00 00 00 00 ,
838,Receive,19:08:07.719.0,0x00000301,Standard,Data,0x08,6D 3C 45 3C 00 00 00 00 ,
839,Receive,19:08:07.719.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
840,Receive,19:08:07.723.0,0x00000303,Standard,Data,0x04,B1 00 36 1E ,
841,Receive,19:08:07.723.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
842,Receive,19:08:07.744.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 83 3C D0 FF ,
843,Receive,19:08:07.744.0,0x0000030a,Standard,Data,0x04,68 3C 5A 3B ,
844,Receive,19:08:07.744.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
845,Receive,19:08:07.744.0,0x00000401,Standard,Data,0x08,DB 78 00 00 00 00 00 00 ,
846,Receive,19:08:07.814.0,0x00000604,Standard,Data,0x08,00 00 00 00 00 00 00 00 ,
847,Receive,19:08:07.814.0,0x00000605,Standard,Data,0x08,00 00 00 00 01 00 00 00 ,
848,Receive,19:08:07.814.0,0x00000606,Standard,Data,0x08,00 00 00 00 00 00 00 00 ,
849,Receive,19:08:07.814.0,0x00000301,Standard,Data,0x08,68 3C 49 3C 00 00 00 00 ,
850,Receive,19:08:07.814.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
851,Receive,19:08:07.815.0,0x00000402,Standard,Data,0x08,01 00 00 00 F8 25 00 00 ,
852,Receive,19:08:07.815.0,0x00000403,Standard,Data,0x08,64 00 00 00 E3 C3 07 00 ,
853,Receive,19:08:07.823.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
854,Receive,19:08:07.823.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
855,Receive,19:08:07.823.0,0x00000405,Standard,Data,0x08,10 0C 10 0C 13 0C 16 0C ,
856,Receive,19:08:07.823.0,0x00000406,Standard,Data,0x08,07 0C 1B 0C 17 0C 16 0C ,
857,Receive,19:08:07.833.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 7F 3C D6 FF ,
858,Receive,19:08:07.833.0,0x0000030a,Standard,Data,0x04,63 3C 5F 3B ,
859,Receive,19:08:07.833.0,0x00000407,Standard,Data,0x04,18 0C 1D 0C ,
860,Receive,19:08:07.833.0,0x00000408,Standard,Data,0x04,F4 08 00 00 ,
861,Receive,19:08:07.842.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
862,Receive,19:08:07.842.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
863,Receive,19:08:07.842.0,0x00000409,Standard,Data,0x08,E5 E4 E5 D7 E5 E5 E5 E5 ,
864,Receive,19:08:07.842.0,0x00000506,Standard,Data,0x07,07 0C 1D 0C A5 E4 E5 ,
865,Receive,19:08:07.851.0,0x00000509,Standard,Data,0x03,3F 82 01 ,
866,Receive,19:08:07.851.0,0x0000050a,Standard,Data,0x03,E6 E6 E5 ,
867,Receive,19:08:07.861.0,0x0000050d,Standard,Data,0x08,00 00 00 00 00 00 00 00 ,
868,Receive,19:08:07.861.0,0x0000050d,Standard,Data,0x08,01 BB 03 00 00 00 00 00 ,
869,Receive,19:08:07.919.0,0x00000301,Standard,Data,0x08,68 3C 48 3C 00 00 00 00 ,
870,Receive,19:08:07.919.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
871,Receive,19:08:07.922.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
872,Receive,19:08:07.922.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
873,Receive,19:08:07.941.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 83 3C D4 FF ,
874,Receive,19:08:07.941.0,0x0000030a,Standard,Data,0x04,63 3C 5F 3B ,
875,Receive,19:08:07.941.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
876,Receive,19:08:07.941.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
877,Receive,19:08:08.015.0,0x00000301,Standard,Data,0x08,68 3C 46 3C 00 00 00 00 ,
878,Receive,19:08:08.015.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
879,Receive,19:08:08.022.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
880,Receive,19:08:08.022.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
881,Receive,19:08:08.030.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 7F 3C D6 FF ,
882,Receive,19:08:08.030.0,0x0000030a,Standard,Data,0x04,63 3C 5A 3B ,
883,Receive,19:08:08.041.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
884,Receive,19:08:08.041.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
885,Receive,19:08:08.118.0,0x00000301,Standard,Data,0x08,68 3C 43 3C 00 00 00 00 ,
886,Receive,19:08:08.118.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
887,Receive,19:08:08.122.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
888,Receive,19:08:08.122.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
889,Receive,19:08:08.141.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 82 3C D2 FF ,
890,Receive,19:08:08.141.0,0x0000030a,Standard,Data,0x04,63 3C 5A 3B ,
891,Receive,19:08:08.143.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
892,Receive,19:08:08.143.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
893,Receive,19:08:08.214.0,0x00000301,Standard,Data,0x08,68 3C 46 3C 00 00 00 00 ,
894,Receive,19:08:08.214.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
895,Receive,19:08:08.222.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
896,Receive,19:08:08.222.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
897,Receive,19:08:08.231.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 7E 3C D6 FF ,
898,Receive,19:08:08.231.0,0x0000030a,Standard,Data,0x04,68 3C 5A 3B ,
899,Receive,19:08:08.241.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
900,Receive,19:08:08.241.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
901,Receive,19:08:08.317.0,0x00000301,Standard,Data,0x08,68 3C 46 3C 00 00 00 00 ,
902,Receive,19:08:08.317.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
903,Receive,19:08:08.322.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
904,Receive,19:08:08.322.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
905,Receive,19:08:08.342.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 82 3C D2 FF ,
906,Receive,19:08:08.342.0,0x0000030a,Standard,Data,0x04,68 3C 5A 3B ,
907,Receive,19:08:08.343.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
908,Receive,19:08:08.343.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
909,Receive,19:08:08.413.0,0x00000301,Standard,Data,0x08,6D 3C 4A 3C 00 00 00 00 ,
910,Receive,19:08:08.413.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
911,Receive,19:08:08.421.0,0x00000303,Standard,Data,0x04,B2 00 36 1E ,
912,Receive,19:08:08.421.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
913,Receive,19:08:08.432.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 7D 3C D4 FF ,
914,Receive,19:08:08.432.0,0x0000030a,Standard,Data,0x04,6D 3C 5A 3B ,
915,Receive,19:08:08.440.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
916,Receive,19:08:08.440.0,0x00000401,Standard,Data,0x08,DB 78 00 00 00 00 00 00 ,
917,Receive,19:08:08.518.0,0x00000301,Standard,Data,0x08,6D 3C 42 3C 00 00 00 00 ,
918,Receive,19:08:08.518.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
919,Receive,19:08:08.520.0,0x00000303,Standard,Data,0x04,B2 00 36 1E ,
920,Receive,19:08:08.521.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
921,Receive,19:08:08.542.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 81 3C D4 FF ,
922,Receive,19:08:08.542.0,0x0000030a,Standard,Data,0x04,6D 3C 5A 3B ,
923,Receive,19:08:08.542.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
924,Receive,19:08:08.542.0,0x00000401,Standard,Data,0x08,DB 78 00 00 00 00 00 00 ,
925,Receive,19:08:08.613.0,0x00000301,Standard,Data,0x08,68 3C 4E 3C 00 00 00 00 ,
926,Receive,19:08:08.613.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
927,Receive,19:08:08.620.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
928,Receive,19:08:08.620.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
929,Receive,19:08:08.631.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 7D 3C D6 FF ,
930,Receive,19:08:08.631.0,0x0000030a,Standard,Data,0x04,68 3C 5A 3B ,
931,Receive,19:08:08.640.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
932,Receive,19:08:08.640.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
933,Receive,19:08:08.717.0,0x00000301,Standard,Data,0x08,68 3C 40 3C 00 00 00 00 ,
934,Receive,19:08:08.717.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
935,Receive,19:08:08.741.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
936,Receive,19:08:08.741.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
937,Receive,19:08:08.741.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 7E 3C D2 FF ,
938,Receive,19:08:08.741.0,0x0000030a,Standard,Data,0x04,68 3C 5A 3B ,
939,Receive,19:08:08.741.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
940,Receive,19:08:08.741.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
941,Receive,19:08:08.815.0,0x00000604,Standard,Data,0x08,00 00 00 00 00 00 00 00 ,
942,Receive,19:08:08.815.0,0x00000605,Standard,Data,0x08,00 00 00 00 01 00 00 00 ,
943,Receive,19:08:08.815.0,0x00000606,Standard,Data,0x08,00 00 00 00 00 00 00 00 ,
944,Receive,19:08:08.815.0,0x00000301,Standard,Data,0x08,68 3C 49 3C 00 00 00 00 ,
945,Receive,19:08:08.815.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
946,Receive,19:08:08.815.0,0x00000402,Standard,Data,0x08,01 00 00 00 F8 25 00 00 ,
947,Receive,19:08:08.816.0,0x00000403,Standard,Data,0x08,64 00 00 00 E3 C3 07 00 ,
948,Receive,19:08:08.820.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
949,Receive,19:08:08.821.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
950,Receive,19:08:08.822.0,0x00000405,Standard,Data,0x08,10 0C 10 0C 13 0C 16 0C ,
951,Receive,19:08:08.822.0,0x00000406,Standard,Data,0x08,07 0C 1B 0C 17 0C 14 0C ,
952,Receive,19:08:08.834.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 7D 3C D6 FF ,
953,Receive,19:08:08.834.0,0x0000030a,Standard,Data,0x04,63 3C 5A 3B ,
954,Receive,19:08:08.834.0,0x00000407,Standard,Data,0x04,17 0C 1D 0C ,
955,Receive,19:08:08.834.0,0x00000408,Standard,Data,0x04,F5 08 00 00 ,
956,Receive,19:08:08.843.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
957,Receive,19:08:08.843.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
958,Receive,19:08:08.843.0,0x00000409,Standard,Data,0x08,E5 E4 E5 D7 E5 E5 E5 E5 ,
959,Receive,19:08:08.843.0,0x00000506,Standard,Data,0x07,07 0C 1D 0C A5 E4 E5 ,
960,Receive,19:08:08.855.0,0x00000509,Standard,Data,0x03,3F 82 01 ,
961,Receive,19:08:08.855.0,0x0000050a,Standard,Data,0x03,E6 E6 E5 ,
962,Receive,19:08:08.861.0,0x0000050d,Standard,Data,0x08,00 00 00 00 00 00 00 00 ,
963,Receive,19:08:08.861.0,0x0000050d,Standard,Data,0x08,01 BB 03 00 00 00 00 00 ,
964,Receive,19:08:08.918.0,0x00000301,Standard,Data,0x08,68 3C 46 3C 00 00 00 00 ,
965,Receive,19:08:08.918.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
966,Receive,19:08:08.924.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
967,Receive,19:08:08.924.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
968,Receive,19:08:08.944.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 82 3C D6 FF ,
969,Receive,19:08:08.944.0,0x0000030a,Standard,Data,0x04,63 3C 5A 3B ,
970,Receive,19:08:08.944.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
971,Receive,19:08:08.944.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
972,Receive,19:08:09.015.0,0x00000301,Standard,Data,0x08,68 3C 47 3C 01 00 00 00 ,
973,Receive,19:08:09.015.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
974,Receive,19:08:09.020.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
975,Receive,19:08:09.020.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
976,Receive,19:08:09.032.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 7D 3C D8 FF ,
977,Receive,19:08:09.032.0,0x0000030a,Standard,Data,0x04,5E 3C 5A 3B ,
978,Receive,19:08:09.042.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
979,Receive,19:08:09.042.0,0x00000401,Standard,Data,0x08,D1 78 00 00 0A 00 00 00 ,
980,Receive,19:08:09.119.0,0x00000301,Standard,Data,0x08,68 3C 43 3C 01 00 00 00 ,
981,Receive,19:08:09.119.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
982,Receive,19:08:09.141.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
983,Receive,19:08:09.141.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
984,Receive,19:08:09.141.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 7E 3C D2 FF ,
985,Receive,19:08:09.141.0,0x0000030a,Standard,Data,0x04,5E 3C 5A 3B ,
986,Receive,19:08:09.141.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
987,Receive,19:08:09.141.0,0x00000401,Standard,Data,0x08,DB 78 00 00 00 00 00 00 ,
988,Receive,19:08:09.213.0,0x00000301,Standard,Data,0x08,6D 3C 48 3C 00 00 00 00 ,
989,Receive,19:08:09.213.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
990,Receive,19:08:09.221.0,0x00000303,Standard,Data,0x04,B2 00 36 1E ,
991,Receive,19:08:09.221.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
992,Receive,19:08:09.230.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 7E 3C D4 FF ,
993,Receive,19:08:09.230.0,0x0000030a,Standard,Data,0x04,5E 3C 5A 3B ,
994,Receive,19:08:09.240.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
995,Receive,19:08:09.240.0,0x00000401,Standard,Data,0x08,DB 78 00 00 00 00 00 00 ,
996,Receive,19:08:09.319.0,0x00000301,Standard,Data,0x08,6D 3C 44 3C 00 00 00 00 ,
997,Receive,19:08:09.319.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
998,Receive,19:08:09.341.0,0x00000303,Standard,Data,0x04,B2 00 36 1E ,
999,Receive,19:08:09.341.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
1000,Receive,19:08:09.341.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 7E 3C D4 FF ,
1001,Receive,19:08:09.341.0,0x0000030a,Standard,Data,0x04,5E 3C 5A 3B ,
1002,Receive,19:08:09.341.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
1003,Receive,19:08:09.341.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
1004,Receive,19:08:09.414.0,0x00000301,Standard,Data,0x08,68 3C 43 3C 00 00 00 00 ,
1005,Receive,19:08:09.414.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
1006,Receive,19:08:09.422.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
1007,Receive,19:08:09.423.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
1008,Receive,19:08:09.432.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 7F 3C D8 FF ,
1009,Receive,19:08:09.433.0,0x0000030a,Standard,Data,0x04,5E 3C 5F 3B ,
1010,Receive,19:08:09.441.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
1011,Receive,19:08:09.441.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
1012,Receive,19:08:09.518.0,0x00000301,Standard,Data,0x08,68 3C 42 3C 00 00 00 00 ,
1013,Receive,19:08:09.518.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
1014,Receive,19:08:09.540.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
1015,Receive,19:08:09.540.0,0x00000304,Standard,Data,0x06,04 8C 03 10 00 00 ,
1016,Receive,19:08:09.540.0,0x00000309,Standard,Data,0x08,62 A8 00 3D 7E 3C D6 FF ,
1017,Receive,19:08:09.540.0,0x0000030a,Standard,Data,0x04,5E 3C 5F 3B ,
1018,Receive,19:08:09.540.0,0x00000400,Standard,Data,0x08,07 00 0C 00 00 00 00 00 ,
1019,Receive,19:08:09.540.0,0x00000401,Standard,Data,0x08,D1 78 00 00 00 00 00 00 ,
1020,Receive,19:08:09.614.0,0x00000301,Standard,Data,0x08,68 3C 44 3C 00 00 00 00 ,
1021,Receive,19:08:09.614.0,0x00000302,Standard,Data,0x08,39 00 C4 09 A9 50 9D 39 ,
1022,Receive,19:08:09.620.0,0x00000303,Standard,Data,0x04,B1 00 34 1E ,
