序号,传输方向,时间戳,ID,帧格式,帧类型,长度,数据,
8847569,接收,14:42:15.821.0,0x00000303,标准帧,数据帧,0x04,6E 28 00 00 ,
8847570,接收,14:42:15.821.0,0x00000304,标准帧,数据帧,0x06,04 8E 02 10 00 00 ,
8847571,接收,14:42:15.831.0,0x00000309,标准帧,数据帧,0x08,63 A9 00 52 0D 3C D0 FF ,
8847572,接收,14:42:15.831.0,0x0000030a,标准帧,数据帧,0x04,0E 50 0E 50 ,
8847573,接收,14:42:15.841.0,0x00000400,标准帧,数据帧,0x08,01 00 48 00 00 00 00 00 ,
8847574,接收,14:42:15.841.0,0x00000401,标准帧,数据帧,0x08,B7 A1 00 00 00 00 00 00 ,
8847575,接收,14:42:15.912.0,0x00000301,标准帧,数据帧,0x08,DB 50 9C 4F 00 00 00 00 ,
8847576,接收,14:42:15.912.0,0x00000302,标准帧,数据帧,0x08,C4 09 00 00 A9 50 9D 39 ,
8847577,接收,14:42:15.942.0,0x00000303,标准帧,数据帧,0x04,6E 28 00 00 ,
8847578,接收,14:42:15.942.0,0x00000304,标准帧,数据帧,0x06,04 8E 02 10 00 00 ,
8847579,接收,14:42:15.942.0,0x00000309,标准帧,数据帧,0x08,63 A9 00 52 0D 3C D0 FF ,
8847580,接收,14:42:15.942.0,0x0000030a,标准帧,数据帧,0x04,0E 50 0E 50 ,
8847581,接收,14:42:15.942.0,0x00000400,标准帧,数据帧,0x08,01 00 48 00 00 00 00 00 ,
8847582,接收,14:42:15.942.0,0x00000401,标准帧,数据帧,0x08,B7 A1 00 00 00 00 00 00 ,
8847583,接收,14:42:16.010.0,0x00000604,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
8847584,接收,14:42:16.010.0,0x00000605,标准帧,数据帧,0x08,00 00 00 00 01 00 08 00 ,
8847585,接收,14:42:16.014.0,0x00000606,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
8847586,接收,14:42:16.014.0,0x00000301,标准帧,数据帧,0x08,DB 50 9E 4F 00 00 00 00 ,
8847587,接收,14:42:16.014.0,0x00000302,标准帧,数据帧,0x08,C4 09 00 00 A9 50 9D 39 ,
8847588,接收,14:42:16.014.0,0x00000402,标准帧,数据帧,0x08,64 00 00 00 B3 E0 06 00 ,
8847589,接收,14:42:16.014.0,0x00000403,标准帧,数据帧,0x08,64 00 00 00 B3 E0 06 00 ,
8847590,接收,14:42:16.020.0,0x00000303,标准帧,数据帧,0x04,6E 28 00 00 ,
8847591,接收,14:42:16.020.0,0x00000304,标准帧,数据帧,0x06,04 8E 02 10 00 00 ,
8847592,接收,14:42:16.020.0,0x00000405,标准帧,数据帧,0x08,2C 10 2A 10 29 10 29 10 ,
8847593,接收,14:42:16.021.0,0x00000406,标准帧,数据帧,0x08,2A 10 2A 10 2B 10 29 10 ,
8847594,接收,14:42:16.033.0,0x00000309,标准帧,数据帧,0x08,63 A9 00 52 0D 3C D0 FF ,
8847595,接收,14:42:16.033.0,0x0000030a,标准帧,数据帧,0x04,0E 50 0E 50 ,
8847596,接收,14:42:16.033.0,0x00000407,标准帧,数据帧,0x04,2E 10 2A 10 ,
8847597,接收,14:42:16.033.0,0x00000408,标准帧,数据帧,0x04,7A AF 07 00 ,
8847598,接收,14:42:16.043.0,0x00000400,标准帧,数据帧,0x08,01 00 48 00 00 00 00 00 ,
8847599,接收,14:42:16.043.0,0x00000401,标准帧,数据帧,0x08,B7 A1 00 00 00 00 00 00 ,
8847600,接收,14:42:16.043.0,0x00000409,标准帧,数据帧,0x08,E7 E7 E6 D5 E7 E7 E6 E7 ,
8847601,接收,14:42:16.043.0,0x00000506,标准帧,数据帧,0x07,29 10 2E 10 93 E6 E7 ,
8847602,接收,14:42:16.051.0,0x00000509,标准帧,数据帧,0x03,41 71 01 ,
8847603,接收,14:42:16.051.0,0x0000050a,标准帧,数据帧,0x03,E8 E9 E6 ,
8847604,接收,14:42:16.061.0,0x0000050d,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
8847605,接收,14:42:16.061.0,0x0000050d,标准帧,数据帧,0x08,01 4F C3 00 00 00 00 00 ,
8847606,接收,14:42:16.112.0,0x00000301,标准帧,数据帧,0x08,DB 50 9E 4F 00 00 00 00 ,
8847607,接收,14:42:16.112.0,0x00000302,标准帧,数据帧,0x08,C4 09 00 00 A9 50 9D 39 ,
8847608,接收,14:42:16.142.0,0x00000303,标准帧,数据帧,0x04,6E 28 00 00 ,
8847609,接收,14:42:16.142.0,0x00000304,标准帧,数据帧,0x06,04 8E 02 10 00 00 ,
8847610,接收,14:42:16.142.0,0x00000309,标准帧,数据帧,0x08,63 A9 00 52 0D 3C CE FF ,
8847611,接收,14:42:16.142.0,0x0000030a,标准帧,数据帧,0x04,0E 50 0E 50 ,
